,Sample10.mdl,Sample1001.mdl,Sample1002.mdl,Sample1003.mdl,Sample1008.mdl,Sample1011.mdl,Sample1016.mdl,Sample1020.mdl,Sample1022.mdl,Sample1023.mdl,Sample1025.mdl,Sample1028.mdl,Sample1036.mdl,Sample1038.mdl,Sample1039.mdl,Sample1044.mdl,Sample1050.mdl,Sample1053.mdl,Sample1062.mdl,Sample1075.mdl,Sample1076.mdl,Sample1077.mdl,Sample1081.mdl,Sample1083.mdl,Sample1091.mdl,Sample11.mdl,Sample1108.mdl,Sample111.mdl,Sample1115.mdl,Sample1116.mdl,Sample1117.mdl,Sample1124.mdl,Sample1125.mdl,Sample1127.mdl,Sample1129.mdl,Sample1131.mdl,Sample1139.mdl,Sample1146.mdl,Sample1151.mdl,Sample1152.mdl,Sample1153.mdl,Sample1154.mdl,Sample1155.mdl,Sample1162.mdl,Sample1164.mdl,Sample1168.mdl,Sample117.mdl,Sample1170.mdl,Sample1177.mdl,Sample1181.mdl,Sample1184.mdl,Sample1188.mdl,Sample119.mdl,Sample1195.mdl,Sample1198.mdl,Sample120.mdl,Sample143.mdl,Sample144.mdl,Sample145.mdl,Sample146.mdl,Sample149.mdl,Sample151.mdl,Sample155.mdl,Sample161.mdl,Sample165.mdl,Sample170.mdl,Sample174.mdl,Sample178.mdl,Sample180.mdl,Sample184.mdl,Sample187.mdl,Sample19.mdl,Sample194.mdl,Sample2.mdl,Sample200.mdl,Sample21.mdl,Sample210.mdl,Sample211.mdl,Sample215.mdl,Sample217.mdl,Sample226.mdl,Sample231.mdl,Sample232.mdl,Sample235.mdl,Sample240.mdl,Sample245.mdl,Sample246.mdl,Sample248.mdl,Sample25.mdl,Sample26.mdl,Sample261.mdl,Sample274.mdl,Sample276.mdl,Sample279.mdl,Sample282.mdl,Sample288.mdl,Sample292.mdl,Sample295.mdl,Sample298.mdl,Sample299.mdl,Sample30.mdl,Sample301.mdl,Sample303.mdl,Sample307.mdl,Sample31.mdl,Sample314.mdl,Sample317.mdl,Sample319.mdl,Sample324.mdl,Sample327.mdl,Sample328.mdl,Sample333.mdl,Sample334.mdl,Sample335.mdl,Sample339.mdl,Sample343.mdl,Sample344.mdl,Sample345.mdl,Sample351.mdl,Sample354.mdl,Sample355.mdl,Sample360.mdl,Sample362.mdl,Sample363.mdl,Sample37.mdl,Sample373.mdl,Sample376.mdl,Sample378.mdl,Sample382.mdl,Sample385.mdl,Sample387.mdl,Sample39.mdl,Sample394.mdl,Sample403.mdl,Sample404.mdl,Sample407.mdl,Sample409.mdl,Sample417.mdl,Sample42.mdl,Sample422.mdl,Sample424.mdl,Sample425.mdl,Sample43.mdl,Sample432.mdl,Sample435.mdl,Sample436.mdl,Sample44.mdl,Sample443.mdl,Sample445.mdl,Sample446.mdl,Sample448.mdl,Sample452.mdl,Sample453.mdl,Sample458.mdl,Sample46.mdl,Sample460.mdl,Sample475.mdl,Sample482.mdl,Sample483.mdl,Sample485.mdl,Sample486.mdl,Sample487.mdl,Sample489.mdl,Sample490.mdl,Sample495.mdl,Sample497.mdl,Sample501.mdl,Sample507.mdl,Sample510.mdl,Sample511.mdl,Sample513.mdl,Sample527.mdl,Sample531.mdl,Sample532.mdl,Sample540.mdl,Sample541.mdl,Sample542.mdl,Sample545.mdl,Sample546.mdl,Sample547.mdl,Sample548.mdl,Sample549.mdl,Sample551.mdl,Sample555.mdl,Sample557.mdl,Sample561.mdl,Sample567.mdl,Sample57.mdl,Sample572.mdl,Sample580.mdl,Sample581.mdl,Sample582.mdl,Sample584.mdl,Sample59.mdl,Sample593.mdl,Sample594.mdl,Sample598.mdl,Sample599.mdl,Sample600.mdl,Sample605.mdl,Sample607.mdl,Sample608.mdl,Sample61.mdl,Sample612.mdl,Sample613.mdl,Sample615.mdl,Sample617.mdl,Sample621.mdl,Sample626.mdl,Sample633.mdl,Sample637.mdl,Sample638.mdl,Sample639.mdl,Sample640.mdl,Sample641.mdl,Sample644.mdl,Sample646.mdl,Sample651.mdl,Sample656.mdl,Sample661.mdl,Sample664.mdl,Sample666.mdl,Sample672.mdl,Sample673.mdl,Sample674.mdl,Sample675.mdl,Sample676.mdl,Sample678.mdl,Sample68.mdl,Sample681.mdl,Sample683.mdl,Sample685.mdl,Sample686.mdl,Sample69.mdl,Sample694.mdl,Sample699.mdl,Sample702.mdl,Sample706.mdl,Sample707.mdl,Sample708.mdl,Sample71.mdl,Sample712.mdl,Sample717.mdl,Sample723.mdl,Sample726.mdl,Sample727.mdl,Sample730.mdl,Sample732.mdl,Sample738.mdl,Sample74.mdl,Sample742.mdl,Sample745.mdl,Sample748.mdl,Sample752.mdl,Sample753.mdl,Sample754.mdl,Sample755.mdl,Sample757.mdl,Sample758.mdl,Sample763.mdl,Sample764.mdl,Sample771.mdl,Sample788.mdl,Sample794.mdl,Sample798.mdl,Sample805.mdl,Sample807.mdl,Sample809.mdl,Sample81.mdl,Sample811.mdl,Sample815.mdl,Sample823.mdl,Sample826.mdl,Sample834.mdl,Sample835.mdl,Sample841.mdl,Sample845.mdl,Sample847.mdl,Sample85.mdl,Sample850.mdl,Sample852.mdl,Sample854.mdl,Sample861.mdl,Sample862.mdl,Sample864.mdl,Sample865.mdl,Sample870.mdl,Sample872.mdl,Sample875.mdl,Sample877.mdl,Sample878.mdl,Sample883.mdl,Sample891.mdl,Sample900.mdl,Sample903.mdl,Sample91.mdl,Sample910.mdl,Sample913.mdl,Sample915.mdl,Sample917.mdl,Sample92.mdl,Sample922.mdl,Sample926.mdl,Sample939.mdl,Sample94.mdl,Sample942.mdl,Sample948.mdl,Sample951.mdl,Sample953.mdl,Sample958.mdl,Sample963.mdl,Sample965.mdl,Sample974.mdl,Sample976.mdl,Sample980.mdl,Sample983.mdl,Sample984.mdl,Sample985.mdl,Sample988.mdl,Sample990.mdl,Sample991.mdl,Sample992.mdl,Sample994.mdl,Sample996.mdl,Sample998.mdl
Sample546.mdl,32,35,51,31,30,29,33,39,34,41,30,29,36,39,45,29,30,48,38,33,29,34,52,31,99,32,32,29,37,30,38,32,28,35,37,38,33,29,29,33,33,29,27,32,29,31,47,27,34,32,29,50,31,32,34,29,46,37,31,35,32,39,27,35,28,38,39,33,30,32,33,52,31,118,32,32,40,37,28,37,30,33,37,29,34,31,37,38,27,49,35,28,33,34,34,41,31,31,35,37,35,39,32,31,39,29,35,30,36,31,25,31,111,31,30,36,35,29,35,73,26,36,32,34,39,36,39,32,37,32,46,38,33,39,30,37,31,34,32,46,125,53,31,36,34,31,30,37,33,38,66,32,34,34,35,34,34,33,33,100,30,36,41,39,34,32,33,33,43,123,33,29,32,29,28,26,31,35,0,33,37,40,31,46,28,34,30,30,34,27,36,36,35,33,34,64,35,35,37,31,36,31,35,49,54,33,30,32,34,52,33,38,35,31,34,33,28,35,31,33,29,28,33,34,32,34,37,37,43,33,42,36,30,52,30,36,38,28,35,33,39,30,34,32,38,32,27,31,33,29,34,38,34,37,34,57,27,35,40,30,31,34,110,47,32,42,38,36,32,45,45,31,37,36,37,37,29,33,81,31,35,30,31,31,34,32,34,30,34,39,38,34,35,33,36,32,39,28,52,38,33,35,33,39,37,34,40,29,119,51,34,45,31,50,35,81,32,45,33,122,37,32,28,29,43
Sample547.mdl,19,28,48,20,21,18,22,30,17,36,17,18,23,38,32,16,23,37,19,20,22,25,45,20,92,19,21,16,22,17,25,21,15,26,22,21,14,12,18,22,22,16,16,19,22,18,34,26,25,21,24,39,22,23,21,16,33,26,22,28,17,26,16,22,21,29,22,16,17,21,22,37,24,113,23,21,33,24,17,24,13,26,28,14,21,20,26,27,20,36,24,19,24,25,21,32,20,26,26,22,26,26,31,20,20,18,26,17,29,22,24,18,92,20,21,27,22,18,22,64,23,21,27,17,22,35,22,21,34,21,27,27,22,24,19,24,20,21,21,33,116,44,22,21,23,20,19,24,18,19,45,23,21,17,20,23,21,22,16,97,19,27,26,24,21,23,22,22,30,106,16,16,21,18,21,19,28,24,33,0,22,31,18,27,17,21,19,17,25,16,23,27,30,18,19,55,26,22,22,18,25,22,32,34,45,18,19,23,23,41,20,27,24,22,21,20,17,22,18,18,22,13,26,21,23,27,26,26,32,20,29,25,19,43,17,21,25,21,36,20,26,19,21,21,27,23,18,20,20,20,23,25,13,30,15,40,20,28,23,15,18,21,103,26,21,31,29,35,21,34,32,20,28,27,24,30,16,18,72,20,30,17,16,20,21,21,19,17,23,24,27,21,26,22,23,21,22,21,39,27,16,24,22,30,28,19,27,20,114,42,21,28,20,33,22,76,21,34,20,107,24,17,17,22,28
Sample548.mdl,23,34,50,24,21,20,24,36,27,42,19,18,29,44,32,20,27,43,27,26,24,29,49,22,96,25,23,20,26,21,25,21,19,28,24,25,24,22,20,24,28,18,20,23,28,22,36,26,25,23,26,37,28,25,19,20,39,28,24,36,23,28,20,24,23,33,30,24,21,23,26,41,30,115,23,23,41,26,23,24,19,30,26,18,29,22,30,33,22,40,24,21,26,27,27,36,22,24,28,30,30,30,31,22,26,20,28,21,35,22,30,22,96,22,21,25,28,22,28,62,27,27,33,23,28,37,30,31,38,29,33,35,22,28,25,28,26,25,23,27,122,50,24,23,29,22,21,20,22,29,49,23,27,17,26,21,29,22,24,101,21,29,34,32,25,27,26,26,32,106,24,22,21,20,25,25,34,26,37,22,0,35,16,33,19,27,21,21,27,20,27,29,40,22,25,55,28,20,26,22,33,28,24,38,43,24,23,27,25,47,30,27,26,24,25,24,21,22,24,16,22,21,28,21,25,31,32,26,34,30,33,27,21,47,21,25,25,23,36,28,30,23,25,23,31,25,20,24,26,24,29,29,27,38,23,46,24,28,31,19,22,25,107,30,23,35,31,39,23,36,36,20,30,35,28,28,22,24,78,22,38,19,18,20,27,23,25,21,21,28,27,27,28,24,29,23,28,27,41,29,24,26,28,36,32,25,33,22,106,42,23,32,24,37,28,78,23,32,24,107,26,23,19,26,40
Sample549.mdl,30,43,49,31,34,27,33,41,32,43,30,29,38,35,45,27,34,50,32,31,31,36,56,29,83,32,32,31,31,30,36,32,28,31,31,30,25,23,31,37,39,27,29,26,33,33,43,37,28,30,31,50,33,30,32,29,34,29,35,37,32,37,31,25,32,36,33,25,32,28,33,42,23,112,24,30,42,37,30,35,30,37,31,25,32,31,35,38,25,35,33,28,33,32,34,39,29,33,31,33,33,39,34,33,29,29,31,28,34,27,33,29,105,31,24,28,37,33,37,71,30,22,38,30,35,42,35,24,41,34,42,36,33,33,34,31,35,34,34,40,111,57,31,34,32,31,28,31,29,34,60,32,30,34,35,28,24,31,25,102,32,32,35,31,32,34,31,37,35,117,25,27,30,29,30,28,29,37,40,31,35,0,31,40,30,34,32,28,30,31,28,38,37,31,32,56,37,33,33,27,32,37,37,47,44,31,32,38,36,44,33,38,37,31,26,33,28,35,31,29,33,32,27,28,30,34,35,37,39,25,42,36,32,54,32,24,34,30,37,25,37,30,28,32,36,32,29,33,33,25,38,30,30,37,28,49,31,31,34,28,21,34,104,31,32,38,36,38,32,45,35,29,39,30,29,35,31,29,67,33,39,24,25,31,36,30,30,30,32,35,32,34,33,33,32,30,31,24,48,38,33,33,31,35,33,32,38,29,101,47,28,39,31,44,31,69,32,41,35,118,29,28,30,35,41
Sample551.mdl,17,28,50,18,17,14,20,28,21,36,15,14,25,38,30,14,21,37,23,20,18,23,43,16,92,19,17,14,24,15,21,13,13,24,24,23,18,16,14,18,20,12,14,17,22,16,34,22,19,17,20,39,22,19,21,14,35,22,18,28,17,24,14,18,17,27,26,18,15,19,20,35,24,117,21,17,35,22,17,22,13,26,24,12,23,16,24,23,18,36,18,15,20,21,21,30,16,22,20,24,24,26,27,18,22,14,22,15,33,18,24,16,98,16,17,21,22,16,22,66,21,21,27,19,24,29,24,25,32,23,29,27,16,18,19,22,18,21,19,29,120,46,18,21,23,16,15,18,16,25,49,19,21,15,20,17,23,16,18,101,15,25,30,26,19,21,20,20,28,108,18,16,19,14,19,19,28,18,31,18,16,31,0,31,15,21,15,15,21,14,23,21,34,16,19,59,26,18,22,16,27,22,28,32,41,18,17,21,21,41,24,23,22,18,19,18,15,20,18,14,16,17,22,17,19,25,26,24,30,24,27,21,15,41,15,19,23,17,34,22,26,17,17,19,27,17,14,18,20,18,23,23,21,32,19,42,18,26,23,13,16,21,107,28,17,25,25,33,17,38,32,16,22,29,22,22,16,18,72,18,34,15,14,14,21,17,19,15,19,22,23,21,22,18,25,17,24,21,41,29,18,20,22,30,28,21,27,16,118,40,23,30,18,35,24,78,17,32,22,109,20,17,15,20,34
Sample555.mdl,30,37,59,33,34,29,37,45,38,43,28,27,38,45,43,29,36,48,32,35,35,40,58,31,91,22,34,31,29,30,38,32,28,37,35,32,31,29,31,29,39,27,29,32,31,33,45,35,32,30,35,48,33,32,30,29,38,33,33,43,32,35,31,31,34,40,37,33,32,34,35,42,37,110,30,32,46,33,30,35,26,39,35,29,36,31,39,40,35,37,33,32,35,36,28,43,31,35,33,31,35,37,40,33,33,29,35,30,40,33,39,31,105,31,34,38,37,33,31,75,36,32,36,26,29,40,33,34,47,30,42,38,33,29,32,33,35,34,32,34,119,57,33,36,28,31,30,31,33,34,58,34,32,28,33,26,34,35,29,100,32,34,31,35,36,34,31,35,43,115,25,27,34,29,32,26,41,33,46,27,33,40,31,0,30,36,32,30,34,31,34,36,37,35,32,52,43,33,31,29,38,33,43,49,54,31,28,34,30,58,39,40,33,27,28,35,30,35,33,27,35,28,39,32,30,34,37,37,45,27,42,38,32,56,32,24,38,32,45,35,37,32,30,34,36,36,31,29,29,33,34,34,30,43,30,51,35,39,36,30,33,26,102,39,34,40,40,44,32,45,33,31,35,32,33,37,31,31,79,27,43,30,27,31,36,30,32,30,32,35,34,28,35,33,40,30,37,36,46,38,31,35,35,35,39,32,42,31,111,47,36,41,31,40,23,75,32,47,29,114,33,32,28,37,35
Sample557.mdl,10,27,49,11,12,9,11,31,22,29,4,7,16,35,25,5,22,28,16,19,17,18,38,9,95,18,12,5,23,6,14,12,6,23,23,20,17,17,9,15,17,15,3,18,21,9,33,23,18,12,13,30,13,12,16,5,34,21,13,29,12,17,5,15,10,24,25,15,10,18,11,38,25,118,18,14,32,13,12,13,16,27,19,15,12,9,15,24,17,39,13,10,13,14,14,25,13,19,23,21,23,27,26,7,25,7,15,6,30,11,23,11,95,9,12,24,21,7,19,69,22,20,26,16,25,30,21,22,33,20,32,26,11,21,12,21,13,18,12,32,123,39,11,18,22,9,12,17,17,20,48,10,12,16,11,16,20,19,17,102,10,22,27,25,12,14,11,11,27,105,15,11,10,7,12,16,27,13,28,17,19,30,15,30,0,12,10,10,20,5,22,18,29,17,10,60,25,17,21,15,22,19,29,33,40,9,10,16,14,44,23,22,15,17,18,9,6,19,13,13,15,10,21,14,12,22,23,19,29,21,26,14,8,38,8,18,18,8,35,19,27,8,20,10,26,20,9,13,15,17,18,20,18,29,20,37,21,23,24,14,15,12,106,27,16,32,24,32,10,35,31,9,25,28,19,23,9,11,77,11,29,12,13,9,12,10,16,4,10,21,24,14,17,11,22,14,19,20,40,26,11,13,21,27,25,16,24,7,119,39,22,33,11,34,21,79,12,31,19,106,19,12,8,19,31
Sample561.mdl,14,27,45,13,16,15,15,33,28,33,10,11,16,37,33,9,20,32,22,23,23,16,42,13,91,24,16,13,27,10,18,16,12,25,29,26,21,21,13,19,23,21,9,24,25,13,37,29,22,16,15,36,15,14,24,9,38,25,17,29,10,17,11,21,14,28,27,21,12,22,11,38,29,118,22,20,34,15,14,17,20,29,27,21,16,13,19,30,23,43,17,14,15,16,18,25,19,25,27,21,29,29,32,15,27,11,21,10,32,15,27,17,107,13,20,28,23,13,23,67,26,24,30,22,31,36,23,26,35,22,36,26,15,25,18,27,15,20,16,36,125,41,13,24,26,13,18,25,21,20,56,14,14,24,11,22,26,23,23,104,14,30,27,23,16,16,13,17,33,117,21,17,12,11,16,22,27,17,34,21,27,34,21,36,12,0,14,14,26,11,28,20,31,23,14,62,29,25,21,21,26,25,33,39,42,13,16,20,18,36,25,26,19,23,24,15,10,27,13,19,23,14,27,22,16,28,25,21,29,23,30,16,14,36,12,24,26,12,39,21,33,12,24,12,32,26,11,17,19,21,24,24,22,31,26,45,25,25,28,22,19,16,110,33,22,32,28,32,14,35,33,15,31,30,23,31,13,13,75,15,35,16,21,17,14,14,20,10,16,25,30,20,19,13,18,20,25,24,44,26,15,17,23,31,29,22,24,13,121,43,28,35,15,38,27,79,18,33,27,118,23,10,12,19,37
Sample567.mdl,8,29,51,11,10,9,13,31,22,31,8,5,18,37,29,7,22,32,22,21,17,16,40,7,95,20,10,9,27,8,16,8,10,27,27,26,17,17,7,13,21,13,7,18,21,9,35,23,20,10,13,32,15,12,18,7,36,23,9,31,10,17,7,17,10,28,27,19,8,20,13,40,25,120,20,16,36,15,14,15,16,29,21,15,16,7,19,30,19,37,13,14,11,14,14,21,15,21,25,23,23,29,28,13,25,5,17,8,32,13,23,15,101,9,18,24,21,9,23,71,22,20,28,20,27,32,25,24,33,22,32,28,11,23,16,21,17,24,12,34,121,37,11,20,24,7,14,21,19,24,52,12,14,18,13,18,24,17,19,106,8,26,29,27,12,14,13,15,31,109,19,13,12,7,10,20,29,15,30,19,21,32,15,32,10,14,0,8,22,7,24,16,33,19,12,64,27,21,23,17,26,21,29,31,42,11,12,14,12,44,23,24,13,19,20,11,8,21,11,17,17,14,25,18,14,24,25,17,33,23,26,16,8,38,8,20,24,10,37,23,25,10,22,12,28,22,7,15,13,19,22,22,22,31,22,43,21,23,24,16,19,14,110,31,20,34,26,34,10,33,33,11,27,30,21,27,13,11,77,11,33,16,17,13,14,8,20,8,10,23,26,16,17,11,26,16,25,22,42,28,15,13,23,29,31,20,26,9,121,41,24,35,15,40,23,81,12,33,25,110,19,16,8,19,35
Sample57.mdl,8,29,47,11,10,9,13,31,20,31,8,7,18,37,31,7,22,32,20,19,17,16,40,9,95,20,10,9,23,8,16,10,10,27,25,26,15,15,7,13,21,13,7,18,19,9,35,23,20,10,13,34,13,12,18,7,32,23,11,31,8,17,7,17,10,28,25,19,8,20,13,38,25,116,22,16,34,15,14,13,16,29,21,15,14,9,19,30,19,35,13,14,13,14,12,21,15,21,23,23,23,29,30,13,23,7,17,8,32,11,23,15,99,9,18,24,19,9,23,67,22,16,28,20,27,32,25,22,31,22,30,28,11,23,16,17,17,24,12,32,121,41,11,20,24,9,14,21,17,22,52,12,10,18,13,18,20,17,17,102,8,26,29,27,10,14,13,15,25,109,19,13,12,7,10,20,27,15,30,17,21,28,15,30,10,14,8,0,20,7,24,18,31,19,10,60,27,21,21,17,26,21,27,31,36,9,12,14,14,42,23,24,15,19,20,11,8,21,9,17,17,14,23,18,14,24,25,15,33,23,28,16,8,38,8,18,22,10,35,23,27,10,22,12,26,22,7,15,11,19,22,22,20,31,18,43,21,25,26,16,19,14,108,27,20,34,26,34,10,37,33,11,27,28,19,27,13,9,73,11,33,16,17,13,14,10,20,8,12,23,24,14,15,11,24,16,23,20,42,28,15,13,23,25,31,20,26,9,119,39,24,33,15,38,23,75,14,33,25,110,21,16,8,19,33
Sample572.mdl,22,29,51,23,22,19,27,35,28,37,20,19,28,33,35,19,24,40,28,21,23,30,50,21,83,20,24,21,27,20,28,24,18,29,29,30,23,23,21,23,29,19,19,22,25,23,39,23,24,24,25,44,21,24,24,19,32,27,25,31,24,29,21,21,24,26,27,23,22,24,25,42,25,108,26,22,32,27,20,25,20,31,23,21,28,21,29,30,23,37,25,20,25,26,20,37,21,25,27,27,27,29,26,23,25,19,27,20,30,21,27,21,107,21,22,28,29,23,27,71,26,22,28,20,27,34,25,26,31,22,38,32,23,29,20,25,23,26,24,38,115,51,23,28,20,21,20,25,19,30,58,24,24,26,25,20,20,25,21,104,22,30,33,29,24,22,25,25,29,117,21,13,24,19,22,20,29,27,34,25,27,30,21,34,20,26,22,20,0,21,26,24,37,25,24,60,31,23,29,17,30,25,29,39,34,23,18,24,24,42,25,30,23,17,20,25,20,23,25,19,21,20,23,22,24,28,29,31,33,25,30,28,22,48,22,22,26,22,39,23,25,22,24,24,28,24,21,19,23,23,24,24,22,33,24,47,25,31,26,24,23,22,100,33,22,34,26,32,22,39,35,21,29,28,25,29,21,23,73,19,35,20,21,21,24,22,26,20,24,29,18,22,25,23,30,20,21,22,40,30,23,25,23,25,31,26,32,21,111,41,24,35,23,40,21,69,22,41,27,118,23,22,18,25,37
Sample580.mdl,9,28,50,10,9,8,10,30,21,30,5,6,15,36,28,4,21,29,19,18,16,15,39,8,98,19,9,6,26,5,13,9,7,26,26,23,16,16,6,12,16,14,2,17,20,6,36,22,19,9,12,33,12,11,19,4,35,22,10,30,9,16,0,16,7,25,26,16,7,19,10,39,24,119,21,15,35,12,13,12,15,28,22,14,13,8,16,25,18,38,12,11,12,13,13,22,14,20,24,22,22,28,29,10,24,6,16,5,31,12,22,12,98,8,17,23,20,4,20,70,21,21,27,17,26,31,22,23,32,21,31,27,10,22,13,20,14,21,9,33,124,38,10,17,23,8,13,20,16,21,49,11,11,17,10,17,21,18,18,105,7,25,28,26,9,13,10,10,30,108,16,12,9,6,11,17,28,12,27,16,20,31,14,31,5,11,7,7,21,0,23,17,30,16,9,63,24,20,20,16,23,20,28,32,41,8,11,13,13,43,22,21,14,18,19,8,5,20,10,16,14,11,22,17,13,23,24,16,32,22,27,13,7,37,5,19,21,7,36,20,26,7,21,9,27,21,6,14,12,18,19,21,19,30,21,40,20,24,25,15,16,11,109,30,17,33,25,33,9,36,32,10,26,29,20,26,10,10,76,10,32,15,16,12,11,9,17,5,11,22,25,15,16,10,23,15,22,19,43,27,12,12,22,28,28,19,25,6,122,40,23,34,12,39,22,80,13,34,22,109,20,13,7,18,32
Sample581.mdl,22,35,45,25,24,23,29,33,26,31,22,21,30,41,39,21,28,40,24,21,23,30,50,23,91,22,24,23,25,20,30,26,20,29,27,26,21,21,23,27,31,21,21,22,29,23,39,25,24,26,25,40,27,26,24,21,36,23,25,29,26,31,23,23,26,32,25,21,24,24,27,38,25,104,24,22,38,29,22,27,18,31,29,17,28,23,29,30,25,39,25,22,27,28,26,37,21,23,25,21,23,33,32,25,27,21,25,22,24,25,29,23,99,23,22,26,27,25,25,63,22,22,30,20,27,30,19,22,37,24,28,28,25,27,24,31,27,22,28,32,119,47,25,24,24,23,22,23,27,30,52,26,28,22,25,24,22,21,17,96,22,24,25,25,28,26,27,27,33,109,13,19,26,19,24,18,27,29,36,23,27,28,23,34,22,28,24,24,26,23,0,28,29,25,24,52,27,21,27,17,28,21,31,41,46,25,22,28,22,42,27,28,27,23,20,25,20,27,27,23,25,22,23,16,26,22,27,27,31,19,32,28,22,48,24,24,22,22,35,21,21,18,18,26,26,22,23,23,27,19,28,26,20,29,22,41,23,29,26,18,21,26,94,29,24,26,30,36,18,39,27,23,25,26,25,23,23,23,71,23,29,18,15,23,26,24,26,22,26,21,30,26,29,23,30,22,27,22,40,30,25,19,23,35,31,18,30,23,111,45,28,35,25,40,19,69,24,33,23,110,21,22,20,29,35
Sample582.mdl,16,31,53,19,18,19,21,39,32,33,16,13,24,37,37,15,28,36,30,29,25,24,38,15,91,24,18,19,31,12,22,14,18,33,29,32,27,25,17,13,31,23,15,28,27,17,35,29,26,20,17,38,17,16,24,15,38,31,19,35,20,25,17,25,18,28,31,27,18,24,17,40,31,118,24,22,38,23,18,23,24,33,29,25,24,15,25,34,25,43,17,20,15,20,16,31,21,27,27,27,33,31,30,21,33,13,25,16,34,19,29,23,107,17,22,30,31,19,29,75,24,26,30,26,31,38,29,28,39,22,36,32,17,29,22,31,25,26,22,38,119,41,17,30,24,15,22,29,29,32,60,16,18,26,19,26,28,25,27,104,18,34,33,31,22,16,19,19,35,117,25,17,16,13,18,24,33,21,36,27,29,38,21,36,18,20,16,18,24,17,28,0,33,29,18,64,35,29,31,19,32,25,35,43,46,19,16,20,20,50,27,32,17,23,28,19,16,31,19,25,27,20,31,26,20,28,33,25,39,27,34,18,18,40,18,28,32,12,43,27,27,18,22,16,32,26,15,21,19,27,26,30,28,31,30,51,27,29,32,26,25,18,108,39,26,32,28,36,14,39,37,19,31,34,29,25,21,19,81,15,35,22,25,21,18,16,26,16,20,29,30,20,17,17,32,22,31,28,46,32,23,19,25,31,33,28,32,17,115,43,30,39,21,44,27,79,20,35,31,118,29,22,14,27,41
Sample584.mdl,29,34,44,32,33,32,34,44,33,38,29,30,35,42,48,28,33,45,29,28,34,37,53,32,84,25,33,30,26,27,37,35,27,30,32,31,30,26,32,36,36,28,28,33,28,30,40,28,31,35,34,53,28,31,29,28,39,32,32,42,31,40,30,34,33,35,32,26,33,31,30,47,30,105,29,31,39,34,29,34,27,28,34,28,33,32,34,33,30,46,34,27,34,35,33,42,30,30,28,28,38,40,39,30,36,30,36,29,33,32,30,30,106,32,29,29,32,32,26,70,19,31,29,31,36,31,32,27,38,29,39,35,34,36,29,38,34,23,35,45,112,58,32,33,31,32,31,34,32,31,61,33,31,31,32,31,27,32,28,97,31,35,32,34,35,33,32,34,38,112,22,28,31,28,33,21,38,34,35,30,40,37,34,37,29,31,33,31,37,30,29,33,0,32,29,49,36,32,30,28,31,26,38,50,51,30,29,35,33,51,28,33,36,30,31,32,29,38,32,32,28,25,34,27,31,31,36,36,42,26,43,33,31,53,31,31,29,29,38,32,34,29,29,31,39,35,30,26,34,30,33,33,29,34,31,48,34,32,35,29,26,33,99,38,31,35,35,33,29,40,32,32,32,31,34,30,28,30,72,32,34,27,26,32,33,33,31,29,35,32,37,33,36,30,29,29,36,25,47,35,30,32,32,38,34,31,35,32,100,50,39,40,28,43,30,66,33,42,26,111,30,29,29,36,34
Sample59.mdl,21,30,48,18,21,18,20,32,21,38,17,18,21,40,32,14,25,39,23,20,22,27,43,18,96,23,19,16,26,17,23,21,15,24,24,21,20,16,18,24,20,16,16,17,26,16,38,26,21,17,24,41,22,23,25,16,37,22,16,32,21,26,16,22,21,31,24,12,19,19,22,43,26,119,25,19,29,24,21,24,15,30,28,12,19,20,26,25,20,36,22,17,24,21,25,28,18,26,28,28,24,30,31,14,24,18,22,15,33,20,26,16,96,18,19,23,20,16,24,66,23,23,21,19,26,33,22,25,36,25,31,33,20,24,21,24,22,21,19,35,122,48,22,23,27,20,17,20,18,23,47,21,23,21,22,19,23,20,20,101,17,27,32,28,21,23,22,24,24,106,18,18,19,18,23,17,30,22,33,18,22,31,16,35,17,23,19,19,25,16,25,29,32,0,19,61,22,20,24,16,25,24,32,34,43,18,21,19,25,41,26,25,24,22,21,16,17,22,22,18,20,19,26,19,23,27,28,28,32,26,31,25,19,45,15,19,17,21,36,24,26,19,23,21,31,21,18,22,22,18,19,27,21,32,21,42,20,30,25,15,14,23,107,28,17,33,29,35,21,38,30,18,26,31,26,28,18,20,76,22,34,17,16,20,23,19,21,17,21,28,25,25,28,22,25,21,22,21,43,29,20,22,22,34,30,23,21,18,118,42,27,32,20,41,26,80,21,36,20,107,22,19,19,24,32
