,Sample10.mdl,Sample1001.mdl,Sample1002.mdl,Sample1003.mdl,Sample1008.mdl,Sample1011.mdl,Sample1016.mdl,Sample1020.mdl,Sample1022.mdl,Sample1023.mdl,Sample1025.mdl,Sample1028.mdl,Sample1036.mdl,Sample1038.mdl,Sample1039.mdl,Sample1044.mdl,Sample1050.mdl,Sample1053.mdl,Sample1062.mdl,Sample1075.mdl,Sample1076.mdl,Sample1077.mdl,Sample1081.mdl,Sample1083.mdl,Sample1091.mdl,Sample11.mdl,Sample1108.mdl,Sample111.mdl,Sample1115.mdl,Sample1116.mdl,Sample1117.mdl,Sample1124.mdl,Sample1125.mdl,Sample1127.mdl,Sample1129.mdl,Sample1131.mdl,Sample1139.mdl,Sample1146.mdl,Sample1151.mdl,Sample1152.mdl,Sample1153.mdl,Sample1154.mdl,Sample1155.mdl,Sample1162.mdl,Sample1164.mdl,Sample1168.mdl,Sample117.mdl,Sample1170.mdl,Sample1177.mdl,Sample1181.mdl,Sample1184.mdl,Sample1188.mdl,Sample119.mdl,Sample1195.mdl,Sample1198.mdl,Sample120.mdl,Sample143.mdl,Sample144.mdl,Sample145.mdl,Sample146.mdl,Sample149.mdl,Sample151.mdl,Sample155.mdl,Sample161.mdl,Sample165.mdl,Sample170.mdl,Sample174.mdl,Sample178.mdl,Sample180.mdl,Sample184.mdl,Sample187.mdl,Sample19.mdl,Sample194.mdl,Sample2.mdl,Sample200.mdl,Sample21.mdl,Sample210.mdl,Sample211.mdl,Sample215.mdl,Sample217.mdl,Sample226.mdl,Sample231.mdl,Sample232.mdl,Sample235.mdl,Sample240.mdl,Sample245.mdl,Sample246.mdl,Sample248.mdl,Sample25.mdl,Sample26.mdl,Sample261.mdl,Sample274.mdl,Sample276.mdl,Sample279.mdl,Sample282.mdl,Sample288.mdl,Sample292.mdl,Sample295.mdl,Sample298.mdl,Sample299.mdl,Sample30.mdl,Sample301.mdl,Sample303.mdl,Sample307.mdl,Sample31.mdl,Sample314.mdl,Sample317.mdl,Sample319.mdl,Sample324.mdl,Sample327.mdl,Sample328.mdl,Sample333.mdl,Sample334.mdl,Sample335.mdl,Sample339.mdl,Sample343.mdl,Sample344.mdl,Sample345.mdl,Sample351.mdl,Sample354.mdl,Sample355.mdl,Sample360.mdl,Sample362.mdl,Sample363.mdl,Sample37.mdl,Sample373.mdl,Sample376.mdl,Sample378.mdl,Sample382.mdl,Sample385.mdl,Sample387.mdl,Sample39.mdl,Sample394.mdl,Sample403.mdl,Sample404.mdl,Sample407.mdl,Sample409.mdl,Sample417.mdl,Sample42.mdl,Sample422.mdl,Sample424.mdl,Sample425.mdl,Sample43.mdl,Sample432.mdl,Sample435.mdl,Sample436.mdl,Sample44.mdl,Sample443.mdl,Sample445.mdl,Sample446.mdl,Sample448.mdl,Sample452.mdl,Sample453.mdl,Sample458.mdl,Sample46.mdl,Sample460.mdl,Sample475.mdl,Sample482.mdl,Sample483.mdl,Sample485.mdl,Sample486.mdl,Sample487.mdl,Sample489.mdl,Sample490.mdl,Sample495.mdl,Sample497.mdl,Sample501.mdl,Sample507.mdl,Sample510.mdl,Sample511.mdl,Sample513.mdl,Sample527.mdl,Sample531.mdl,Sample532.mdl,Sample540.mdl,Sample541.mdl,Sample542.mdl,Sample545.mdl,Sample546.mdl,Sample547.mdl,Sample548.mdl,Sample549.mdl,Sample551.mdl,Sample555.mdl,Sample557.mdl,Sample561.mdl,Sample567.mdl,Sample57.mdl,Sample572.mdl,Sample580.mdl,Sample581.mdl,Sample582.mdl,Sample584.mdl,Sample59.mdl,Sample593.mdl,Sample594.mdl,Sample598.mdl,Sample599.mdl,Sample600.mdl,Sample605.mdl,Sample607.mdl,Sample608.mdl,Sample61.mdl,Sample612.mdl,Sample613.mdl,Sample615.mdl,Sample617.mdl,Sample621.mdl,Sample626.mdl,Sample633.mdl,Sample637.mdl,Sample638.mdl,Sample639.mdl,Sample640.mdl,Sample641.mdl,Sample644.mdl,Sample646.mdl,Sample651.mdl,Sample656.mdl,Sample661.mdl,Sample664.mdl,Sample666.mdl,Sample672.mdl,Sample673.mdl,Sample674.mdl,Sample675.mdl,Sample676.mdl,Sample678.mdl,Sample68.mdl,Sample681.mdl,Sample683.mdl,Sample685.mdl,Sample686.mdl,Sample69.mdl,Sample694.mdl,Sample699.mdl,Sample702.mdl,Sample706.mdl,Sample707.mdl,Sample708.mdl,Sample71.mdl,Sample712.mdl,Sample717.mdl,Sample723.mdl,Sample726.mdl,Sample727.mdl,Sample730.mdl,Sample732.mdl,Sample738.mdl,Sample74.mdl,Sample742.mdl,Sample745.mdl,Sample748.mdl,Sample752.mdl,Sample753.mdl,Sample754.mdl,Sample755.mdl,Sample757.mdl,Sample758.mdl,Sample763.mdl,Sample764.mdl,Sample771.mdl,Sample788.mdl,Sample794.mdl,Sample798.mdl,Sample805.mdl,Sample807.mdl,Sample809.mdl,Sample81.mdl,Sample811.mdl,Sample815.mdl,Sample823.mdl,Sample826.mdl,Sample834.mdl,Sample835.mdl,Sample841.mdl,Sample845.mdl,Sample847.mdl,Sample85.mdl,Sample850.mdl,Sample852.mdl,Sample854.mdl,Sample861.mdl,Sample862.mdl,Sample864.mdl,Sample865.mdl,Sample870.mdl,Sample872.mdl,Sample875.mdl,Sample877.mdl,Sample878.mdl,Sample883.mdl,Sample891.mdl,Sample900.mdl,Sample903.mdl,Sample91.mdl,Sample910.mdl,Sample913.mdl,Sample915.mdl,Sample917.mdl,Sample92.mdl,Sample922.mdl,Sample926.mdl,Sample939.mdl,Sample94.mdl,Sample942.mdl,Sample948.mdl,Sample951.mdl,Sample953.mdl,Sample958.mdl,Sample963.mdl,Sample965.mdl,Sample974.mdl,Sample976.mdl,Sample980.mdl,Sample983.mdl,Sample984.mdl,Sample985.mdl,Sample988.mdl,Sample990.mdl,Sample991.mdl,Sample992.mdl,Sample994.mdl,Sample996.mdl,Sample998.mdl
Sample248.mdl,30,35,55,27,30,29,31,41,32,41,26,27,30,47,43,23,34,40,28,19,31,38,50,27,93,30,30,27,33,26,30,30,24,33,33,32,29,25,29,31,31,29,23,28,33,29,47,29,30,30,33,50,29,32,32,25,42,31,31,35,30,35,25,29,30,32,31,23,30,28,29,46,31,114,32,28,34,31,28,33,26,39,37,23,30,29,35,0,31,45,27,26,33,32,32,39,27,29,29,31,31,37,36,27,35,27,33,24,36,29,33,25,107,29,28,32,33,27,29,73,30,30,36,24,33,38,31,30,41,32,42,38,27,23,28,35,29,26,28,44,121,55,31,32,30,29,26,31,31,32,60,32,32,30,31,28,28,33,25,98,30,34,35,33,32,32,31,27,39,117,21,25,28,27,30,24,35,29,38,27,33,38,23,40,24,30,30,30,30,25,30,34,33,25,30,58,27,29,33,23,32,29,39,47,48,29,26,32,32,50,35,34,33,27,24,29,26,35,33,29,29,24,25,28,32,34,35,39,41,31,38,32,30,50,28,30,30,28,45,27,33,28,24,30,30,26,29,23,31,21,30,36,24,35,30,49,31,37,26,30,25,30,102,37,24,34,36,38,30,43,35,27,31,34,35,29,27,29,77,29,37,20,25,29,30,30,30,26,30,31,34,30,33,29,32,26,31,28,50,36,29,31,31,41,33,30,32,25,115,51,34,39,29,46,29,75,30,45,27,118,29,24,26,31,39
Sample25.mdl,21,26,48,22,19,16,22,34,23,34,19,18,29,34,32,18,23,41,23,18,20,23,45,20,80,19,21,18,20,19,27,21,17,20,22,19,18,18,18,24,26,16,18,19,22,20,28,26,23,21,20,41,24,19,21,18,37,26,22,30,21,28,18,22,19,27,28,20,19,15,20,35,16,115,17,21,35,26,19,26,17,26,26,14,27,20,24,31,0,38,24,19,20,23,25,34,20,28,22,26,24,26,19,20,22,18,24,19,27,18,16,20,98,20,11,19,26,20,22,62,19,23,27,23,26,35,26,17,30,23,31,29,22,26,23,26,22,21,21,35,106,46,20,23,25,20,19,20,22,27,49,19,21,17,24,21,25,18,18,97,19,25,28,28,23,21,20,26,28,108,20,16,19,18,21,23,28,26,27,20,22,25,18,35,17,23,19,19,23,18,25,25,30,20,23,55,28,16,26,20,25,26,28,38,45,22,21,25,25,39,22,27,26,22,19,22,19,18,18,16,22,21,24,15,21,27,26,24,26,22,33,23,19,43,19,21,27,19,30,20,30,21,21,17,29,25,16,22,24,22,27,23,23,24,21,40,18,24,29,13,12,25,101,28,21,31,29,35,21,38,32,20,30,27,24,26,20,22,74,22,24,15,14,18,23,21,21,19,23,26,27,25,24,22,23,23,26,13,39,27,22,24,22,30,20,21,29,20,104,36,21,30,20,37,24,76,21,34,24,107,22,21,19,20,36
Sample26.mdl,37,44,60,40,39,36,38,46,43,54,39,36,43,46,50,36,39,57,39,36,40,45,63,34,96,37,39,38,32,39,43,35,37,40,38,39,36,34,38,40,46,28,38,37,40,40,50,42,33,33,42,53,40,39,35,38,37,40,40,46,41,42,38,36,39,47,42,38,39,39,42,43,40,115,35,39,51,42,37,44,27,42,40,30,45,38,46,45,38,0,40,35,38,41,43,48,38,42,40,42,40,44,41,42,34,36,42,37,37,36,42,38,112,40,37,33,46,40,42,74,35,27,39,35,34,47,42,35,48,39,49,47,42,34,39,38,44,37,39,45,122,60,40,37,39,38,37,38,30,47,67,41,39,37,42,37,41,32,36,105,39,41,34,38,39,41,38,44,42,120,32,34,37,38,41,35,44,44,49,36,40,35,36,37,39,43,37,35,37,38,39,43,46,36,43,59,42,38,36,32,39,44,42,56,41,42,39,43,43,51,42,45,40,38,35,40,39,40,40,36,36,39,38,37,37,39,46,44,48,32,47,45,39,59,39,31,39,39,44,34,34,41,33,41,41,39,36,40,40,34,45,39,37,42,29,58,36,42,41,35,34,39,101,42,39,47,45,49,39,44,36,36,42,33,38,44,38,40,72,38,48,33,28,40,45,35,39,39,39,44,37,43,38,40,43,37,38,35,47,43,40,42,40,42,42,37,47,38,112,48,33,44,38,49,38,70,39,52,36,119,36,37,37,42,46
Sample261.mdl,13,32,50,12,13,14,16,36,27,32,11,10,19,38,34,8,27,29,25,26,20,21,41,10,98,23,9,14,28,9,15,13,13,30,30,29,22,22,12,12,26,20,10,23,26,12,36,26,21,13,16,33,18,15,23,10,39,26,12,34,15,16,12,20,15,31,28,20,13,23,16,39,30,119,25,15,39,14,17,18,21,32,26,20,17,12,22,27,24,40,0,17,16,15,17,24,14,24,24,24,26,32,33,16,30,10,14,9,33,14,28,16,102,12,21,25,26,14,26,72,25,25,31,21,30,35,26,25,38,25,33,31,10,22,19,22,20,25,13,33,126,44,14,25,27,12,15,22,24,27,53,15,15,19,10,19,27,24,22,103,13,29,32,30,17,17,16,16,32,112,20,16,13,8,15,23,32,14,35,24,24,33,18,33,13,17,13,13,25,12,25,17,34,22,13,63,28,24,28,16,27,22,34,38,43,14,15,19,17,49,28,27,18,20,21,12,11,26,16,20,22,17,26,21,17,21,28,22,36,26,31,13,13,39,13,23,27,11,40,26,28,13,21,15,27,23,12,18,14,20,25,25,25,30,27,46,26,28,27,21,20,17,107,32,21,31,29,37,11,38,32,10,28,31,22,24,16,10,78,12,36,19,20,16,15,13,23,11,13,24,29,19,16,12,29,19,28,27,45,31,18,12,26,30,34,23,25,8,118,44,31,36,18,39,24,80,17,34,28,113,24,19,11,24,38
Sample274.mdl,14,25,45,15,16,13,15,29,22,31,10,11,20,33,31,9,20,34,20,19,19,20,42,13,95,20,16,11,21,10,18,16,8,21,23,20,19,15,13,19,21,13,9,18,21,13,33,21,16,16,15,38,15,14,20,9,32,21,17,27,16,21,11,13,14,22,25,15,14,16,13,38,23,114,18,16,32,17,10,17,16,23,21,15,18,13,17,26,19,35,17,0,15,16,18,29,15,19,21,23,25,23,24,13,23,11,19,10,28,13,23,13,99,13,14,20,23,13,21,67,18,18,22,16,19,28,21,22,29,20,34,26,15,23,10,23,13,18,16,30,123,43,13,20,20,13,14,19,15,22,50,14,14,20,15,16,20,17,17,100,14,20,27,23,16,16,13,17,27,109,15,13,12,11,16,14,25,17,28,19,21,28,15,32,10,14,14,14,20,11,22,20,27,17,14,58,25,19,19,15,18,21,25,33,38,13,14,20,18,42,23,20,19,17,18,15,10,23,15,15,15,10,23,16,14,22,23,21,29,21,24,16,14,40,12,18,20,12,33,19,25,12,18,12,28,20,11,13,19,15,20,22,18,29,20,39,19,23,24,18,13,16,106,29,16,30,16,28,14,35,29,13,25,24,21,25,7,15,73,15,31,12,13,9,16,14,14,10,16,23,24,18,19,15,18,12,21,18,40,26,11,17,19,27,25,20,26,13,117,39,22,33,7,36,23,75,10,33,19,110,19,10,12,19,31
Sample276.mdl,9,28,50,14,15,14,16,34,27,32,11,8,21,36,32,10,23,31,25,26,22,19,43,8,90,23,15,14,26,11,17,13,13,28,26,27,20,20,12,18,26,18,10,23,22,14,32,28,19,13,12,37,16,11,19,10,37,26,16,32,15,18,12,18,11,27,30,22,11,17,12,37,26,117,19,19,35,18,15,18,19,28,22,18,19,10,18,33,20,38,16,15,0,11,17,26,18,24,26,26,26,28,25,16,26,8,20,11,31,14,26,18,106,10,17,27,26,14,26,72,25,21,29,23,28,35,28,25,34,23,37,29,12,24,19,24,20,25,17,35,114,34,12,23,25,10,17,24,24,27,57,11,11,23,16,21,27,20,22,105,13,29,30,28,15,15,12,18,30,114,22,14,11,10,13,23,30,18,33,24,26,33,20,35,13,15,11,13,25,12,27,15,34,24,15,63,32,22,26,20,27,24,32,38,41,14,15,19,17,45,26,29,16,22,23,16,11,26,14,20,22,17,28,21,13,27,28,20,30,22,29,17,13,35,13,21,27,11,38,22,30,13,23,11,29,23,8,18,18,22,25,23,25,26,27,46,24,20,29,21,20,17,107,30,23,33,27,35,11,36,34,14,28,31,24,30,16,14,78,14,30,17,18,16,17,11,19,11,15,26,29,19,18,12,25,19,28,23,43,29,18,16,24,30,28,23,29,12,114,38,27,38,16,43,24,78,15,34,28,115,22,17,11,20,40
Sample279.mdl,14,31,51,13,16,15,15,35,28,33,12,11,20,35,33,9,24,28,26,27,23,20,40,9,97,24,14,15,27,12,16,16,14,27,27,26,21,21,13,19,27,21,11,22,23,13,37,29,18,12,13,38,17,14,24,11,38,25,15,33,16,17,13,21,12,30,29,21,12,20,15,42,25,120,24,18,34,19,16,19,22,31,25,21,18,13,19,32,23,41,15,16,11,0,18,25,17,25,25,27,23,31,28,15,29,11,17,10,32,13,25,17,103,9,20,26,27,13,27,71,26,24,30,24,31,36,27,24,35,24,36,30,11,23,20,23,21,26,16,36,123,41,11,24,26,13,16,21,25,26,54,8,16,24,17,20,28,23,23,104,12,30,31,29,16,12,15,19,31,113,23,17,12,11,16,24,31,19,34,25,27,32,21,36,14,16,14,14,26,13,28,20,35,21,14,64,31,23,27,19,26,25,33,37,42,13,16,18,18,44,27,30,17,23,24,11,12,25,15,21,23,18,29,22,14,26,29,21,31,25,32,18,14,38,12,22,28,10,41,25,31,14,24,14,30,24,9,19,17,21,26,26,26,31,28,47,25,27,28,20,19,18,108,29,22,32,26,36,14,37,31,13,27,32,25,31,17,13,79,15,33,18,21,17,18,12,22,12,14,27,28,20,19,15,28,20,27,26,46,30,19,15,23,29,33,24,26,11,117,41,30,37,17,44,25,81,18,37,27,114,25,18,12,19,39
Sample282.mdl,12,29,51,15,16,15,19,35,26,31,12,11,20,35,35,11,26,32,24,25,23,22,42,13,91,18,16,15,27,12,20,16,14,31,27,30,21,21,13,15,27,19,11,24,23,15,37,27,24,16,17,38,15,16,20,11,32,27,17,33,14,21,13,21,16,30,25,23,14,24,17,44,29,112,26,20,36,19,16,19,20,31,27,21,18,13,23,32,25,43,17,18,17,18,0,27,19,23,25,25,29,31,32,17,31,11,21,12,34,17,27,19,105,13,22,30,25,15,25,73,26,24,28,22,25,30,25,26,35,20,34,30,15,27,18,25,21,26,18,36,121,45,15,26,20,13,18,25,25,26,58,16,16,24,17,22,22,25,21,106,14,30,31,29,18,14,17,17,33,115,21,13,16,11,14,20,31,19,34,21,27,34,21,28,14,18,14,12,20,13,26,16,33,25,14,60,33,25,27,17,30,23,33,37,44,13,12,14,14,48,27,30,13,19,24,17,12,27,13,21,23,16,29,22,18,26,29,21,37,25,30,20,14,40,14,22,28,14,41,25,27,14,24,16,30,24,13,17,11,23,22,26,22,33,24,47,25,29,28,22,23,12,106,33,24,32,26,36,14,39,35,15,29,32,25,29,17,13,79,11,35,20,21,17,18,14,24,12,16,27,24,12,19,15,28,18,25,26,44,30,19,17,23,25,33,24,30,13,113,43,30,37,19,40,23,75,18,37,23,116,25,20,10,25,29
Sample288.mdl,21,42,56,22,25,22,26,42,31,40,23,20,29,44,40,20,37,37,33,34,30,29,51,20,100,35,21,22,38,23,29,21,25,40,38,39,30,28,22,28,32,26,22,31,34,22,46,38,33,19,26,41,28,23,31,22,47,28,22,44,19,30,22,32,25,41,36,30,23,33,24,47,40,123,35,29,43,28,29,30,31,44,36,26,23,22,34,39,34,48,24,29,26,25,27,0,28,32,38,36,32,44,41,24,38,20,24,21,45,26,38,28,108,22,33,37,28,22,32,70,35,33,41,35,42,41,38,35,42,37,39,41,24,32,31,32,32,35,25,41,126,50,22,35,39,18,27,34,34,29,63,25,27,33,28,29,35,32,32,105,21,39,40,42,27,27,26,26,40,118,34,28,25,22,21,31,40,28,41,32,36,39,30,43,25,25,21,21,37,22,37,31,42,28,21,67,36,36,32,30,39,34,42,44,53,22,25,25,29,51,38,35,26,34,35,22,21,34,24,32,32,29,38,33,27,35,38,30,44,32,43,31,23,43,21,29,37,25,48,38,38,23,37,27,43,33,22,28,22,28,35,37,35,44,35,58,32,32,37,27,32,27,109,40,33,45,41,43,25,46,42,22,40,41,36,34,28,20,80,26,46,29,32,28,29,19,35,23,25,34,37,27,32,24,37,31,36,37,57,41,30,26,36,40,40,35,33,20,120,52,39,42,30,41,38,82,27,40,38,119,32,29,23,34,44
Sample292.mdl,15,28,46,14,15,14,18,32,23,32,13,12,21,34,28,10,23,31,21,22,16,23,43,12,98,19,13,14,26,11,19,17,7,26,26,25,18,18,14,20,22,16,12,19,22,14,34,20,17,15,18,35,20,17,19,12,35,22,16,30,17,20,14,18,17,27,24,16,15,19,18,39,26,117,21,1,35,20,15,20,17,28,20,16,19,14,22,27,20,38,14,15,18,17,19,28,0,22,24,20,22,28,29,16,26,12,18,11,29,14,24,6,96,14,17,23,22,16,22,72,21,21,27,19,26,31,24,21,34,21,31,27,16,22,17,20,18,21,17,33,126,44,16,21,23,14,3,16,20,23,49,17,19,19,16,17,23,20,18,103,15,25,28,26,19,19,18,20,28,104,18,14,15,10,17,19,28,20,31,20,22,29,16,31,13,19,15,15,21,14,21,21,30,18,15,63,24,20,24,12,23,18,30,32,39,16,15,21,19,45,24,23,20,18,19,14,13,22,18,16,18,15,24,17,17,19,24,24,32,22,27,19,15,41,15,19,23,13,38,22,24,15,21,17,27,21,14,16,18,16,21,21,21,26,23,42,22,24,23,17,16,19,109,28,19,29,25,31,13,34,30,12,26,29,20,24,14,14,78,16,32,15,16,14,17,15,19,13,15,22,25,19,22,14,25,17,24,23,43,27,16,14,22,28,30,19,21,12,120,40,27,34,16,39,22,80,15,32,24,105,20,17,13,20,34
Sample295.mdl,21,32,52,22,21,20,24,34,27,34,19,18,25,36,38,18,23,37,29,26,24,27,49,20,90,21,23,18,30,19,25,23,17,32,28,31,26,24,20,24,28,22,18,25,24,22,40,24,25,23,22,35,24,21,23,18,35,24,24,32,23,26,20,22,23,29,28,24,21,25,24,43,30,107,27,23,33,24,19,26,21,28,30,20,25,20,28,29,28,42,24,19,24,25,23,32,22,0,28,28,32,30,31,22,30,18,24,19,35,22,28,22,108,20,23,31,28,22,22,68,19,27,29,23,30,25,28,27,36,25,35,31,22,30,21,30,24,23,25,31,118,46,20,27,23,18,21,26,26,31,59,23,25,27,24,21,21,26,24,103,21,29,32,30,25,23,24,22,36,118,22,18,21,18,21,19,30,26,31,26,24,33,22,35,19,25,21,21,25,20,23,27,30,26,23,49,30,26,30,20,33,22,28,40,41,22,15,25,23,47,28,29,20,18,25,24,17,28,24,22,24,15,30,23,23,27,30,28,34,24,31,27,21,45,21,25,27,21,40,26,32,19,25,23,31,23,20,16,24,22,27,29,25,36,27,48,24,26,23,23,24,21,101,32,25,33,29,33,21,34,34,18,28,31,28,26,20,22,76,20,38,21,22,20,25,21,27,19,21,28,23,21,26,22,31,17,26,27,37,29,22,24,26,32,34,27,33,20,104,42,29,38,22,41,22,66,21,38,22,119,26,21,17,28,34
Sample298.mdl,23,30,46,26,27,24,28,38,27,38,23,22,31,40,40,22,27,43,27,24,28,29,49,24,90,21,27,24,22,23,29,25,21,28,26,27,24,22,24,26,32,20,22,27,24,26,34,30,23,27,26,47,26,25,21,22,35,28,28,34,25,32,24,26,25,31,28,24,25,21,26,37,26,113,21,25,39,30,21,30,19,28,32,22,29,24,28,29,22,40,24,21,26,25,25,38,24,28,0,26,32,32,31,26,30,22,28,23,31,24,26,24,100,24,19,19,30,26,26,68,23,23,31,25,30,27,28,21,34,23,33,31,22,26,25,30,28,25,29,35,118,50,24,29,23,24,23,24,26,29,57,25,25,23,28,23,25,24,20,99,25,29,30,28,29,23,24,26,34,114,20,22,25,22,25,23,30,28,35,26,28,31,20,33,23,27,25,23,27,24,25,27,28,28,25,57,34,26,26,22,29,28,30,40,43,24,23,29,27,47,28,31,28,24,25,28,23,30,22,22,26,23,28,21,25,27,32,28,34,22,33,25,25,45,25,25,29,23,36,24,32,25,19,23,31,23,22,24,26,26,29,27,21,32,25,40,26,28,31,23,18,27,105,34,23,29,29,35,25,40,30,24,24,27,26,22,24,24,68,24,34,21,20,24,29,25,27,23,27,26,31,25,24,26,25,23,30,19,45,31,24,28,22,30,30,27,33,24,112,42,31,32,22,39,28,74,25,38,28,113,26,23,21,28,36
Sample299.mdl,23,30,42,22,23,22,28,30,29,34,21,20,25,40,36,20,23,37,23,22,24,27,49,22,82,21,23,22,26,19,29,25,19,28,30,27,20,22,22,26,24,22,20,23,28,22,38,26,23,25,26,41,26,25,23,20,39,24,24,24,21,26,22,22,25,29,26,22,21,27,24,37,26,113,21,21,35,26,19,28,19,26,28,20,25,22,28,31,26,42,24,23,26,27,25,36,20,28,26,0,28,32,35,24,26,20,26,21,27,24,30,22,100,22,25,29,26,24,22,60,25,25,31,23,30,33,24,23,38,23,31,21,24,26,23,30,24,23,27,41,120,46,24,25,25,22,21,24,26,19,51,25,27,23,20,23,27,26,20,97,23,27,24,18,27,25,26,26,36,112,16,20,25,18,25,21,22,28,37,22,30,33,24,31,21,21,23,23,27,22,21,27,28,28,23,57,28,26,26,20,29,24,34,42,45,24,21,27,25,41,26,27,26,24,21,24,21,30,22,22,26,19,26,21,25,23,22,32,30,18,31,27,23,45,23,25,29,21,36,16,28,23,21,25,29,27,22,20,26,22,27,21,17,30,23,42,28,28,25,21,24,25,105,30,27,25,31,33,21,36,28,22,30,25,20,26,18,22,62,22,34,19,18,22,21,23,25,21,25,22,31,25,28,20,25,21,28,25,45,27,18,24,24,34,30,21,21,22,116,44,29,36,24,39,24,74,23,38,26,113,24,19,19,24,36
Sample30.mdl,23,36,56,24,23,18,26,36,31,38,23,22,31,40,36,20,29,41,27,24,24,31,49,22,94,25,23,22,32,23,27,23,21,28,32,31,18,24,22,28,30,20,22,21,30,22,46,26,23,19,28,45,30,25,29,22,41,26,24,36,25,28,22,24,25,35,32,26,21,27,28,39,26,109,27,23,35,30,25,28,23,38,28,22,29,24,30,31,24,40,26,25,26,23,29,32,22,32,32,28,0,38,33,24,28,22,26,21,27,22,28,22,102,20,27,27,26,22,30,68,31,27,35,27,34,39,28,27,34,29,37,33,22,24,27,26,26,31,23,37,116,48,26,21,27,24,21,26,28,29,53,25,29,23,28,23,33,26,22,97,19,31,30,32,25,27,26,30,38,112,22,22,25,22,25,27,36,30,35,26,30,33,24,35,23,29,23,23,27,22,23,33,38,24,25,61,26,22,26,24,29,28,36,40,49,24,25,27,25,41,32,33,28,26,21,22,23,24,26,24,26,25,26,23,23,29,30,28,36,26,37,31,21,47,21,23,29,25,44,28,28,21,27,27,25,29,22,26,26,24,31,27,25,30,27,48,30,34,31,21,26,27,99,30,25,35,35,43,21,42,32,22,26,31,28,32,24,22,74,26,32,23,22,24,27,21,27,23,25,22,31,29,32,26,35,27,32,27,51,33,26,20,30,38,36,23,31,22,116,42,31,38,26,43,24,76,25,42,28,113,22,25,23,20,38
Sample301.mdl,29,32,56,28,31,28,32,40,35,42,27,26,33,42,40,26,29,45,31,32,32,33,47,28,92,29,31,28,30,27,35,31,25,32,30,31,30,28,28,32,34,26,26,31,28,30,38,32,27,31,28,47,30,27,31,26,39,34,32,36,29,34,28,30,29,27,34,30,27,25,28,41,32,121,25,29,39,34,21,34,23,30,36,26,33,28,34,37,26,44,32,23,28,31,31,44,28,30,32,32,38,0,31,30,30,26,34,27,39,26,32,28,110,28,25,35,34,30,28,74,29,29,31,29,30,39,32,31,42,29,41,35,30,36,27,36,28,29,33,39,120,50,28,33,29,28,27,30,28,33,61,27,29,29,30,29,33,22,30,107,29,35,36,32,33,27,30,32,38,120,28,26,27,26,31,29,32,34,39,26,30,39,26,37,27,29,29,29,29,28,33,31,40,30,31,53,38,30,32,26,33,30,36,46,47,30,25,33,31,49,30,37,32,26,31,32,27,34,28,24,30,23,36,29,29,35,36,36,38,30,35,33,29,47,29,31,35,27,44,28,36,29,29,27,39,31,26,24,32,30,31,33,29,34,29,54,28,34,29,29,26,31,107,38,31,37,29,33,29,40,40,28,36,35,32,36,24,28,84,26,38,25,26,28,31,29,27,27,31,36,29,31,32,30,33,25,32,29,41,33,26,32,28,36,34,31,37,28,114,46,29,38,24,43,32,74,27,42,30,121,32,25,23,30,40
Sample303.mdl,28,31,51,31,30,27,33,33,36,41,28,25,36,33,37,27,28,46,34,27,27,34,52,27,81,26,32,29,23,28,34,30,26,27,31,28,29,29,29,33,37,21,27,30,25,31,31,29,28,32,25,44,31,28,26,27,44,33,33,33,32,35,29,29,28,32,37,31,28,28,29,44,25,114,22,30,40,35,26,35,24,33,27,27,34,27,33,36,19,41,33,24,25,28,32,41,29,31,31,35,33,31,0,29,31,25,33,28,32,27,29,29,109,27,24,30,37,31,31,63,26,30,34,30,29,36,35,32,33,32,44,38,29,35,28,35,31,28,32,40,109,49,27,34,30,27,28,29,27,38,60,26,30,30,33,26,32,27,29,94,30,26,39,35,32,28,31,33,35,117,29,23,28,27,26,26,29,35,32,31,31,34,27,40,26,32,28,30,26,29,32,30,39,31,32,56,37,23,35,27,36,33,33,47,48,31,28,34,32,48,33,36,31,27,28,33,26,25,31,21,29,28,35,26,28,30,35,37,33,27,38,34,30,48,30,30,36,26,35,29,35,28,30,28,36,28,25,29,33,23,34,32,30,33,28,49,21,31,36,26,27,32,98,37,28,36,32,30,30,45,39,29,33,32,35,31,27,31,77,29,31,24,23,27,32,28,30,28,32,37,32,32,33,31,34,28,33,28,42,36,29,33,31,33,29,32,40,29,101,45,22,33,27,36,29,75,28,37,29,114,31,28,26,27,45
