,CloneContent,CloneDetection,CyclomaticComplexity,DescriptiveBlockNames,DiagnosticWarningsCount,ExplicitIOCount,FileCount,IOCount,LayerSeparation,LibraryContent,LibraryLinkCount,MatlabCodeAnalyzerWarnings,MatlabFunctionCount,MatlabLOCCount,ModelAdvisorCheckCompliance.hisl_do178,ModelAdvisorCheckCompliance.maab,ModelAdvisorCheckIssues.hisl_do178,ModelAdvisorCheckIssues.maab,ModelFileCount,ParameterCount,SimulinkBlockCount,StateflowChartCount,StateflowChartObjectCount,StateflowLOCCount,SubSystemCount,SubSystemDepth
Sample1019.mdl,0.0,0.0,0.11764705882352941,0.0,0.0392156862745098,0.1764705882352941,0.0196078431372549,0.1764705882352941,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.05032679738562092,0.05237899355546414,0.6274509803921569,1.0,0.0196078431372549,0.0,0.6274509803921569,0.0,0.0,0.0,0.0392156862745098,0.0
Sample102.mdl,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.04915824915824916,0.05488450942996399,1.0,0.9393939393939394,0.030303030303030304,0.0,0.6060606060606061,0.0,0.0,0.0,0.030303030303030304,0.0
Sample1020.mdl,0.0,0.0,0.028169014084507043,0.0,0.056338028169014086,0.2112676056338028,0.014084507042253521,0.2112676056338028,0.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.04835680751173709,0.04875406283856988,0.5774647887323944,1.0,0.014084507042253521,0.0,0.619718309859155,0.0,0.0,0.0,0.04225352112676056,0.0
Sample1021.mdl,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.20512820512820512,0.02564102564102564,0.20512820512820512,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0660968660968661,0.0695714541868388,0.8717948717948718,1.0,0.02564102564102564,0.0,0.6666666666666666,0.0,0.0,0.0,0.05128205128205128,0.0
Sample1022.mdl,0.0,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.15789473684210525,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.04239766081871345,0.046374677953625314,0.8421052631578947,1.0,0.02631578947368421,0.0,0.5263157894736842,0.0,0.0,0.0,0.02631578947368421,0.0
Sample1023.mdl,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0051409618573797665,0.010228577392756497,0.8955223880597015,1.0,0.014925373134328358,0.0,0.4925373134328358,0.0,0.0,0.0,0.0,0.0
Sample1024.mdl,0.0,0.0,0.07272727272727272,0.0,0.07272727272727272,0.23636363636363636,0.01818181818181818,0.23636363636363636,0.12727272727272726,0.0,0.0,0.0,0.0,0.0,0.06222222222222223,0.06484424666242848,0.7454545454545454,1.0,0.01818181818181818,0.0,0.7636363636363636,0.0,0.0,0.0,0.05454545454545454,0.0
Sample1025.mdl,0.0,0.0,0.0625,0.0,0.0625,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02048611111111111,0.029064685314685312,1.0,0.34375,0.03125,0.0,0.1875,0.0,0.0,0.0,0.0,0.0
Sample1027.mdl,0.0,0.0,0.024390243902439025,0.0,0.0975609756097561,0.18292682926829268,0.012195121951219513,0.18292682926829268,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.052574525745257464,0.053641480470748765,0.4634146341463415,1.0,0.012195121951219513,0.0,0.6585365853658537,0.0,0.0,0.0,0.04878048780487805,0.0
Sample1028.mdl,0.0,0.0,0.0,0.0,0.1,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.029836829836829837,1.0,0.7333333333333333,0.03333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Sample1029.mdl,0.0,0.0,0.0,0.0,0.07272727272727272,0.2909090909090909,0.01818181818181818,0.2909090909090909,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.06484848484848485,0.06560712015257468,0.5818181818181818,1.0,0.01818181818181818,0.0,0.7272727272727273,0.0,0.0,0.0,0.05454545454545454,0.0
Sample103.mdl,0.0,0.0,0.0,0.0,0.0,0.14414414414414414,0.009009009009009009,0.14414414414414414,0.07207207207207207,0.0,0.0,0.0,0.0,0.0,0.02662662662662663,0.03326403326403327,0.6306306306306306,1.0,0.009009009009009009,0.0,0.5855855855855856,0.0,0.0,0.0,0.036036036036036036,0.0
Sample1030.mdl,0.0,0.0,0.046511627906976744,0.0,0.18604651162790697,0.18604651162790697,0.023255813953488372,0.18604651162790697,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.05917312661498709,0.06309969100666775,0.8372093023255813,1.0,0.023255813953488372,0.0,0.7209302325581395,0.0,0.0,0.0,0.046511627906976744,0.0
Sample1031.mdl,0.0,0.0,0.044444444444444446,0.0,0.06666666666666667,0.2111111111111111,0.011111111111111112,0.2111111111111111,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.04777777777777779,0.049184149184149185,0.43333333333333335,1.0,0.011111111111111112,0.0,0.5666666666666667,0.0,0.0,0.0,0.044444444444444446,0.0
Sample1032.mdl,0.0,0.0,0.03636363636363636,0.0,0.0,0.19999999999999998,0.01818181818181818,0.19999999999999998,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.04626262626262626,0.04831532104259376,0.6727272727272727,1.0,0.01818181818181818,0.0,0.6363636363636364,0.0,0.0,0.0,0.03636363636363636,0.0
Sample1033.mdl,0.0,0.0,0.0425531914893617,0.0,0.0425531914893617,0.1702127659574468,0.010638297872340425,0.1702127659574468,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.045271867612293154,0.04723999404850469,0.48936170212765956,1.0,0.010638297872340425,0.0,0.6595744680851063,0.0,0.0,0.0,0.0425531914893617,0.0
Sample1034.mdl,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.03225806451612903,0.1935483870967742,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.05197132616487455,0.05842544552221973,1.0,0.9354838709677419,0.03225806451612903,0.0,0.6451612903225806,0.0,0.0,0.0,0.03225806451612903,0.0
Sample1035.mdl,0.0,0.0,0.0,0.0,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.10256410256410256,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.04131054131054131,0.0457235072619688,0.8717948717948718,1.0,0.02564102564102564,0.0,0.5641025641025641,0.0,0.0,0.0,0.02564102564102564,0.0
Sample1036.mdl,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02114695340501792,0.029776674937965264,1.0,0.5806451612903225,0.03225806451612903,0.0,0.3870967741935484,0.0,0.0,0.0,0.0,0.0
Sample1037.mdl,0.0,0.0,0.0,0.0,0.07317073170731708,0.0975609756097561,0.024390243902439025,0.0975609756097561,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.039024390243902446,0.043322531127409185,0.8292682926829269,1.0,0.024390243902439025,0.0,0.5365853658536586,0.0,0.0,0.0,0.024390243902439025,0.0
Sample1038.mdl,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.018518518518518517,0.09259259259259259,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.047530864197530866,0.04946904946904947,0.5925925925925926,1.0,0.018518518518518517,0.0,0.5740740740740741,0.0,0.0,0.0,0.037037037037037035,0.0
Sample1039.mdl,0.0,0.0,0.03076923076923077,0.0,0.09230769230769231,0.16923076923076924,0.015384615384615385,0.16923076923076924,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0388034188034188,0.04098977945131791,0.5538461538461539,1.0,0.015384615384615385,0.0,0.5076923076923077,0.0,0.0,0.0,0.03076923076923077,0.0
Sample104.mdl,0.0,0.0,0.03418803418803419,0.0,0.05982905982905984,0.1623931623931624,0.008547008547008548,0.1623931623931624,0.10256410256410257,0.0,0.0,0.0,0.0,0.0,0.04463437796771132,0.04494650648496802,0.43589743589743596,1.0,0.008547008547008548,0.0,0.623931623931624,0.0,0.0,0.0,0.042735042735042736,0.0
Sample1041.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952861952861953,0.02754820936639119,1.0,0.42424242424242425,0.030303030303030304,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0
Sample1042.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02114695340501792,0.02932551319648094,1.0,0.5161290322580645,0.03225806451612903,0.0,0.3225806451612903,0.0,0.0,0.0,0.0,0.0
Sample1043.mdl,0.0,0.0,0.0975609756097561,0.0,0.024390243902439025,0.14634146341463417,0.024390243902439025,0.14634146341463417,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.06233062330623307,0.06549548012962647,0.8048780487804879,1.0,0.024390243902439025,0.0,0.5609756097560976,0.0,0.0,0.0,0.04878048780487805,0.0
Sample1044.mdl,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018412698412698412,0.025374625374625374,1.0,0.5714285714285714,0.02857142857142857,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0
Sample1045.mdl,0.0,0.0,0.03636363636363636,0.0,0.05454545454545454,0.2545454545454545,0.01818181818181818,0.2545454545454545,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,0.06444444444444444,0.0649713922441195,0.6727272727272727,1.0,0.01818181818181818,0.0,0.6909090909090909,0.0,0.0,0.0,0.05454545454545454,0.0
Sample1046.mdl,0.0,0.0,0.0,0.0,0.022222222222222223,0.17777777777777778,0.022222222222222223,0.17777777777777778,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.05679012345679013,0.06013986013986015,0.8444444444444444,1.0,0.022222222222222223,0.0,0.6,0.0,0.0,0.0,0.044444444444444446,0.0
Sample1047.mdl,0.0,0.0,0.0625,0.0,0.0,0.1875,0.03125,0.1875,0.15625,0.0,0.0,0.0,0.0,0.0,0.04965277777777778,0.056599650349650366,1.0,0.84375,0.03125,0.0,0.625,0.0,0.0,0.0,0.03125,0.0
Sample1048.mdl,0.0,0.0,0.045454545454545456,0.0,0.0,0.20454545454545456,0.022727272727272728,0.20454545454545456,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.057828282828282826,0.06150667514303878,0.7954545454545455,1.0,0.022727272727272728,0.0,0.7045454545454546,0.0,0.0,0.0,0.045454545454545456,0.0
Sample1049.mdl,0.0,0.0,0.034782608695652174,0.0,0.09565217391304348,0.1826086956521739,0.008695652173913044,0.1826086956521739,0.1391304347826087,0.0,0.0,0.0,0.0,0.0,0.045314009661835755,0.04566737610215872,0.391304347826087,1.0,0.008695652173913044,0.0,0.6695652173913044,0.0,0.0,0.0,0.043478260869565216,0.0
Sample105.mdl,0.0,0.0,0.04477611940298507,0.0,0.014925373134328358,0.11940298507462686,0.014925373134328358,0.11940298507462686,0.2537313432835821,0.0,0.0,0.0,0.0,0.0,0.03781094527363184,0.03955745746790523,0.5074626865671642,1.0,0.014925373134328358,0.0,0.6567164179104478,0.0,0.0,0.0,0.029850746268656716,0.0
