,CloneContent,CloneDetection,CyclomaticComplexity,DescriptiveBlockNames,DiagnosticWarningsCount,ExplicitIOCount,FileCount,IOCount,LayerSeparation,LibraryContent,LibraryLinkCount,MatlabCodeAnalyzerWarnings,MatlabFunctionCount,MatlabLOCCount,ModelAdvisorCheckCompliance.hisl_do178,ModelAdvisorCheckCompliance.maab,ModelAdvisorCheckIssues.hisl_do178,ModelAdvisorCheckIssues.maab,ModelFileCount,ParameterCount,SimulinkBlockCount,StateflowChartCount,StateflowChartObjectCount,StateflowLOCCount,SubSystemCount,SubSystemDepth
Sample125.mdl,0.0,0.0,0.0,0.0,0.1,0.2,0.025,0.2,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.06333333333333334,0.068006993006993,0.8250000000000001,1.0,0.025,0.0,0.6000000000000001,0.0,0.0,0.0,0.05,0.0
Sample126.mdl,0.0,0.0,0.05714285714285714,0.0,0.05714285714285714,0.17142857142857143,0.014285714285714285,0.17142857142857143,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.062380952380952384,0.06393606393606394,0.5285714285714286,1.0,0.014285714285714285,0.0,0.7571428571428571,0.0,0.0,0.0,0.05714285714285714,0.0
Sample127.mdl,0.0,0.0,0.02247191011235955,0.0,0.011235955056179775,0.20224719101123595,0.011235955056179775,0.20224719101123595,0.07865168539325842,0.0,0.0,0.0,0.0,0.0,0.06017478152309613,0.05932269977213798,0.4382022471910112,1.0,0.011235955056179775,0.0,0.7640449438202247,0.0,0.0,0.0,0.056179775280898875,0.0
Sample129.mdl,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.2857142857142857,0.017857142857142856,0.2857142857142857,0.17857142857142855,0.0,0.0,0.0,0.0,0.0,0.0628968253968254,0.06406093906093906,0.6071428571428571,1.0,0.017857142857142856,0.0,0.75,0.0,0.0,0.0,0.05357142857142857,0.0
Sample13.mdl,0.0,0.0,0.06382978723404255,0.0,0.1276595744680851,0.1702127659574468,0.02127659574468085,0.1702127659574468,0.2127659574468085,0.0,0.0,0.0,0.0,0.0,0.034278959810874705,0.03823835738729355,0.7872340425531915,1.0,0.02127659574468085,0.0,0.46808510638297873,0.0,0.0,0.0,0.02127659574468085,0.0
Sample130.mdl,0.0,0.0,0.06451612903225806,0.0,0.08064516129032258,0.16129032258064516,0.016129032258064516,0.16129032258064516,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.05591397849462366,0.056959169862395666,0.6129032258064516,1.0,0.016129032258064516,0.0,0.564516129032258,0.0,0.0,0.0,0.04838709677419355,0.0
Sample131.mdl,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.21739130434782608,0.010869565217391304,0.21739130434782608,0.09782608695652173,0.0,0.0,0.0,0.0,0.0,0.04770531400966184,0.047658862876254184,0.44565217391304346,1.0,0.010869565217391304,0.0,0.6195652173913043,0.0,0.0,0.0,0.043478260869565216,0.0
Sample132.mdl,0.0,0.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0196078431372549,0.11764705882352941,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.04967320261437908,0.051967640202934325,0.6862745098039216,1.0,0.0196078431372549,0.0,0.6666666666666666,0.0,0.0,0.0,0.0392156862745098,0.0
Sample134.mdl,0.0,0.0,0.03636363636363636,0.0,0.05454545454545454,0.18181818181818182,0.01818181818181818,0.18181818181818182,0.16363636363636364,0.0,0.0,0.0,0.0,0.0,0.04606060606060606,0.04818817546090273,0.6727272727272727,1.0,0.01818181818181818,0.0,0.5636363636363636,0.0,0.0,0.0,0.03636363636363636,0.0
Sample135.mdl,0.0,0.0,0.0,0.0,0.05263157894736842,0.2894736842105263,0.02631578947368421,0.2894736842105263,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.06783625730994153,0.07103422892896577,0.8684210526315789,1.0,0.02631578947368421,0.0,0.763157894736842,0.0,0.0,0.0,0.05263157894736842,0.0
Sample136.mdl,0.0,0.0,0.1388888888888889,0.0,0.0,0.1388888888888889,0.027777777777777776,0.1388888888888889,0.19444444444444442,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.04953379953379953,1.0,0.8888888888888888,0.027777777777777776,0.0,0.5555555555555556,0.0,0.0,0.0,0.027777777777777776,0.0
Sample138.mdl,0.0,0.0,0.05333333333333334,0.0,0.04,0.2,0.013333333333333334,0.2,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.05822222222222223,0.05836829836829837,0.5066666666666667,1.0,0.013333333333333334,0.0,0.68,0.0,0.0,0.0,0.05333333333333334,0.0
Sample139.mdl,0.0,0.0,0.04,0.0,0.08,0.2,0.02,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.050666666666666665,0.05384615384615384,0.74,1.0,0.02,0.0,0.68,0.0,0.0,0.0,0.04,0.0
Sample14.mdl,0.0,0.0,0.03333333333333333,0.0,0.08333333333333333,0.18333333333333332,0.016666666666666666,0.18333333333333332,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.05925925925925926,0.058624708624708616,0.55,1.0,0.016666666666666666,0.0,0.6833333333333333,0.0,0.0,0.0,0.05,0.0
Sample140.mdl,0.0,0.0,0.024390243902439025,0.0,0.06097560975609756,0.20731707317073172,0.012195121951219513,0.20731707317073172,0.12195121951219512,0.0,0.0,0.0,0.0,0.0,0.05379403794037941,0.05466484734777418,0.475609756097561,1.0,0.012195121951219513,0.0,0.6585365853658537,0.0,0.0,0.0,0.04878048780487805,0.0
Sample141.mdl,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.20754716981132074,0.018867924528301886,0.20754716981132074,0.16981132075471697,0.0,0.0,0.0,0.0,0.0,0.048008385744234806,0.04961076659189866,0.7169811320754716,1.0,0.018867924528301886,0.0,0.6981132075471698,0.0,0.0,0.0,0.03773584905660377,0.0
Sample143.mdl,0.0,0.0,0.04,0.0,0.06666666666666667,0.16,0.013333333333333334,0.16,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.044888888888888895,0.046620046620046623,0.6000000000000001,1.0,0.013333333333333334,0.0,0.5733333333333334,0.0,0.0,0.0,0.04,0.0
Sample144.mdl,0.0,0.0,0.0,0.0,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.049494949494949494,0.053824962915872014,0.9090909090909092,1.0,0.030303030303030304,0.0,0.5151515151515151,0.0,0.0,0.0,0.030303030303030304,0.0
Sample145.mdl,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.029603729603729603,1.0,0.6,0.03333333333333333,0.0,0.36666666666666664,0.0,0.0,0.0,0.0,0.0
Sample146.mdl,0.0,0.0,0.08888888888888889,0.0,0.08888888888888889,0.15555555555555556,0.022222222222222223,0.15555555555555556,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.057037037037037046,0.05982905982905984,0.8222222222222223,1.0,0.022222222222222223,0.0,0.6444444444444445,0.0,0.0,0.0,0.044444444444444446,0.0
Sample147.mdl,0.0,0.0,0.0,0.0,0.06060606060606061,0.21212121212121213,0.030303030303030304,0.21212121212121213,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.04848484848484849,0.053824962915872014,1.0,0.9696969696969697,0.030303030303030304,0.0,0.6060606060606061,0.0,0.0,0.0,0.030303030303030304,0.0
Sample148.mdl,0.0,0.0,0.034482758620689655,0.0,0.017241379310344827,0.10344827586206896,0.017241379310344827,0.10344827586206896,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.043295019157088124,0.04485170002411382,0.6551724137931034,1.0,0.017241379310344827,0.0,0.5862068965517241,0.0,0.0,0.0,0.034482758620689655,0.0
Sample149.mdl,0.0,0.0,0.0,0.0,0.0625,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02048611111111111,0.027972027972027972,1.0,0.59375,0.03125,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Sample15.mdl,0.0,0.0,0.109375,0.0,0.046875,0.21875,0.015625,0.21875,0.109375,0.0,0.0,0.0,0.0,0.0,0.05434027777777778,0.05561625874125875,0.53125,1.0,0.015625,0.0,0.65625,0.0,0.0,0.0,0.046875,0.0
Sample150.mdl,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.14705882352941177,0.029411764705882353,0.14705882352941177,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.05244755244755244,1.0,0.7941176470588235,0.029411764705882353,0.0,0.47058823529411764,0.0,0.0,0.0,0.029411764705882353,0.0
Sample151.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222222222222222,0.030303030303030304,1.0,0.5333333333333333,0.03333333333333333,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Sample152.mdl,0.0,0.0,0.0,0.0,0.09090909090909091,0.06818181818181818,0.022727272727272728,0.06818181818181818,0.20454545454545456,0.0,0.0,0.0,0.0,0.0,0.03686868686868687,0.0405276541640178,0.7272727272727273,1.0,0.022727272727272728,0.0,0.4545454545454546,0.0,0.0,0.0,0.022727272727272728,0.0
Sample154.mdl,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.2857142857142857,0.017857142857142856,0.2857142857142857,0.1607142857142857,0.0,0.0,0.0,0.0,0.0,0.062103174603174605,0.06406093906093906,0.6071428571428571,1.0,0.017857142857142856,0.0,0.7857142857142857,0.0,0.0,0.0,0.05357142857142857,0.0
Sample155.mdl,0.0,0.0,0.0,0.0,0.125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02048611111111111,0.02950174825174825,1.0,0.28125,0.03125,0.0,0.15625,0.0,0.0,0.0,0.0,0.0
Sample156.mdl,0.0,0.0,0.0,0.0,0.14893617021276595,0.2553191489361702,0.02127659574468085,0.2553191489361702,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.054373522458628844,0.057580717155185236,0.7021276595744681,1.0,0.02127659574468085,0.0,0.5957446808510638,0.0,0.0,0.0,0.0425531914893617,0.0
Sample158.mdl,0.0,0.0,0.08333333333333333,0.0,0.013888888888888888,0.20833333333333331,0.013888888888888888,0.20833333333333331,0.125,0.0,0.0,0.0,0.0,0.0,0.06141975308641977,0.06138306138306138,0.5,1.0,0.013888888888888888,0.0,0.7222222222222222,0.0,0.0,0.0,0.05555555555555555,0.0
Sample159.mdl,0.0,0.0,0.03278688524590164,0.0,0.09836065573770492,0.13114754098360656,0.01639344262295082,0.13114754098360656,0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.041530054644808745,0.0431044365470595,0.6065573770491803,1.0,0.01639344262295082,0.0,0.5573770491803279,0.0,0.0,0.0,0.03278688524590164,0.0
Sample16.mdl,0.0,0.0,0.09523809523809523,0.0,0.0,0.19047619047619047,0.023809523809523808,0.19047619047619047,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.061375661375661375,0.06476856476856477,0.8571428571428571,1.0,0.023809523809523808,0.0,0.5952380952380952,0.0,0.0,0.0,0.047619047619047616,0.0
Sample160.mdl,0.0,0.0,0.057971014492753624,0.0,0.014492753623188406,0.14492753623188406,0.014492753623188406,0.14492753623188406,0.11594202898550725,0.0,0.0,0.0,0.0,0.0,0.048953301127214174,0.050876659572311744,0.5942028985507246,1.0,0.014492753623188406,0.0,0.6811594202898551,0.0,0.0,0.0,0.043478260869565216,0.0
Sample161.mdl,0.0,0.0,0.045454545454545456,0.0,0.5,0.1590909090909091,0.022727272727272728,0.1590909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.014141414141414142,0.020184361093452004,1.0,0.7045454545454546,0.022727272727272728,0.0,0.29545454545454547,0.0,0.0,0.0,0.0,0.0
Sample162.mdl,0.0,0.0,0.0,0.0,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.045714285714285714,0.050749250749250754,1.0,0.9714285714285714,0.02857142857142857,0.0,0.5142857142857142,0.0,0.0,0.0,0.02857142857142857,0.0
Sample163.mdl,0.0,0.0,0.08571428571428572,0.0,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.04634920634920635,0.05054945054945054,0.8857142857142857,1.0,0.02857142857142857,0.0,0.4857142857142857,0.0,0.0,0.0,0.02857142857142857,0.0
Sample164.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018412698412698412,0.025574425574425574,1.0,0.5428571428571428,0.02857142857142857,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0
Sample165.mdl,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019865319865319867,0.02754820936639119,1.0,0.3939393939393939,0.030303030303030304,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0
Sample167.mdl,0.0,0.0,0.0,0.0,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.11428571428571428,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.046031746031746035,0.050349650349650346,1.0,0.9142857142857143,0.02857142857142857,0.0,0.5428571428571428,0.0,0.0,0.0,0.02857142857142857,0.0
Sample169.mdl,0.0,0.0,0.03225806451612903,0.0,0.043010752688172046,0.17204301075268819,0.010752688172043012,0.17204301075268819,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.046953405017921154,0.04692082111436951,0.41935483870967744,1.0,0.010752688172043012,0.0,0.6236559139784946,0.0,0.0,0.0,0.043010752688172046,0.0
Sample17.mdl,0.0,0.0,0.029850746268656716,0.0,0.04477611940298507,0.23880597014925373,0.014925373134328358,0.23880597014925373,0.13432835820895522,0.0,0.0,0.0,0.0,0.0,0.06633499170812604,0.06679887276902202,0.5522388059701493,1.0,0.014925373134328358,0.0,0.8059701492537313,0.0,0.0,0.0,0.05970149253731343,0.0
Sample170.mdl,0.0,0.0,1.0,0.0,1.0,0.23076923076923078,0.038461538461538464,0.23076923076923078,0.42307692307692313,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.038461538461538464,1.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.0
Sample171.mdl,0.0,0.0,0.0,0.0,0.13461538461538464,0.11538461538461539,0.019230769230769232,0.11538461538461539,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.04914529914529915,0.050833781603012385,0.6538461538461539,1.0,0.019230769230769232,0.0,0.5576923076923077,0.0,0.0,0.0,0.038461538461538464,0.0
Sample172.mdl,0.0,0.0,0.05194805194805195,0.0,0.03896103896103896,0.18181818181818182,0.012987012987012988,0.18181818181818182,0.06493506493506494,0.0,0.0,0.0,0.0,0.0,0.055699855699855715,0.05567160112614658,0.5844155844155845,1.0,0.012987012987012988,0.0,0.7402597402597403,0.0,0.0,0.0,0.05194805194805195,0.0
Sample173.mdl,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.018412698412698412,0.024975024975024976,1.0,0.6285714285714286,0.02857142857142857,0.0,0.3142857142857143,0.0,0.0,0.0,0.0,0.0
Sample174.mdl,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.029411764705882353,0.11764705882352941,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.04673202614379085,0.05224187577128754,1.0,0.9117647058823529,0.029411764705882353,0.0,0.5882352941176471,0.0,0.0,0.0,0.029411764705882353,0.0
Sample175.mdl,0.0,0.0,0.0,0.0,0.046153846153846156,0.15384615384615385,0.015384615384615385,0.15384615384615385,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.05401709401709403,0.05411511565357719,0.6000000000000001,1.0,0.015384615384615385,0.0,0.6615384615384616,0.0,0.0,0.0,0.046153846153846156,0.0
Sample176.mdl,0.0,0.0,0.0,0.0,0.05,0.1,0.025,0.1,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.04083333333333333,0.04423076923076923,0.75,1.0,0.025,0.0,0.47500000000000003,0.0,0.0,0.0,0.025,0.0
Sample177.mdl,0.0,0.0,0.04838709677419355,0.0,0.0967741935483871,0.24193548387096775,0.016129032258064516,0.24193548387096775,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.07186379928315412,0.07196029776674938,0.5806451612903225,1.0,0.016129032258064516,0.0,0.7903225806451613,0.0,0.0,0.0,0.06451612903225806,0.0
Sample178.mdl,0.0,0.0,0.0,0.0,0.0,0.19444444444444442,0.027777777777777776,0.19444444444444442,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.04506172839506173,0.050116550116550106,0.861111111111111,1.0,0.027777777777777776,0.0,0.5277777777777778,0.0,0.0,0.0,0.027777777777777776,0.0
Sample179.mdl,0.0,0.0,0.0,0.0,0.05063291139240506,0.17721518987341772,0.012658227848101266,0.17721518987341772,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0.055836849507735584,0.056209613171638494,0.5063291139240507,1.0,0.012658227848101266,0.0,0.6455696202531646,0.0,0.0,0.0,0.05063291139240506,0.0
Sample18.mdl,0.0,0.0,0.03773584905660377,0.0,0.018867924528301886,0.16981132075471697,0.018867924528301886,0.16981132075471697,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.04737945492662474,0.05013854070457843,0.6792452830188679,1.0,0.018867924528301886,0.0,0.6226415094339622,0.0,0.0,0.0,0.03773584905660377,0.0
Sample180.mdl,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02114695340501792,0.0295510940672231,1.0,0.4193548387096774,0.03225806451612903,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0
Sample182.mdl,0.0,0.0,0.09090909090909091,0.0,0.022727272727272728,0.25,0.022727272727272728,0.25,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.07803030303030303,0.08073744437380802,0.8409090909090909,1.0,0.022727272727272728,0.0,0.8409090909090909,0.0,0.0,0.0,0.06818181818181818,0.0
Sample183.mdl,0.0,0.0,0.0410958904109589,0.0,0.0273972602739726,0.2191780821917808,0.0136986301369863,0.2191780821917808,0.1917808219178082,0.0,0.0,0.0,0.0,0.0,0.047031963470319633,0.04837628125299358,0.4931506849315068,1.0,0.0136986301369863,0.0,0.6164383561643836,0.0,0.0,0.0,0.0410958904109589,0.0
Sample184.mdl,0.0,0.0,0.0,0.0,0.10526315789473684,0.13157894736842105,0.02631578947368421,0.13157894736842105,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.04298245614035087,0.045822598454177396,0.7894736842105263,1.0,0.02631578947368421,0.0,0.39473684210526316,0.0,0.0,0.0,0.02631578947368421,0.0
Sample185.mdl,0.0,0.0,0.06451612903225806,0.0,0.016129032258064516,0.16129032258064516,0.016129032258064516,0.16129032258064516,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.05537634408602151,0.05707196029776675,0.564516129032258,1.0,0.016129032258064516,0.0,0.7096774193548387,0.0,0.0,0.0,0.04838709677419355,0.0
Sample186.mdl,0.0,0.0,0.07575757575757576,0.0,0.13636363636363635,0.2878787878787879,0.015151515151515152,0.2878787878787879,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.06851851851851852,0.06802288620470438,0.5151515151515151,1.0,0.015151515151515152,0.0,0.7424242424242424,0.0,0.0,0.0,0.06060606060606061,0.0
Sample187.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02114695340501792,0.0295510940672231,1.0,0.45161290322580644,0.03225806451612903,0.0,0.29032258064516125,0.0,0.0,0.0,0.0,0.0
Sample188.mdl,0.0,0.0,0.0,0.0,0.016666666666666666,0.2,0.016666666666666666,0.2,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.05907407407407408,0.05920745920745921,0.6333333333333333,1.0,0.016666666666666666,0.0,0.65,0.0,0.0,0.0,0.05,0.0
Sample189.mdl,0.0,0.0,0.06349206349206349,0.0,0.07936507936507936,0.2698412698412698,0.015873015873015872,0.2698412698412698,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.07089947089947089,0.07137307137307138,0.5714285714285714,1.0,0.015873015873015872,0.0,0.8571428571428571,0.0,0.0,0.0,0.06349206349206349,0.0
Sample19.mdl,0.0,0.0,0.031746031746031744,0.0,0.015873015873015872,0.15873015873015872,0.015873015873015872,0.15873015873015872,0.12698412698412698,0.0,0.0,0.0,0.0,0.0,0.055202821869488536,0.05661005661005661,0.5873015873015872,1.0,0.015873015873015872,0.0,0.746031746031746,0.0,0.0,0.0,0.047619047619047616,0.0
Sample190.mdl,0.0,0.0,0.0,0.0,0.11428571428571428,0.14285714285714285,0.02857142857142857,0.14285714285714285,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.045714285714285714,0.05114885114885115,0.9428571428571428,1.0,0.02857142857142857,0.0,0.6,0.0,0.0,0.0,0.02857142857142857,0.0
Sample191.mdl,0.0,0.0,0.0196078431372549,0.0,0.058823529411764705,0.18627450980392157,0.00980392156862745,0.18627450980392157,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.043246187363834426,0.04284930755518991,0.37254901960784315,1.0,0.00980392156862745,0.0,0.6372549019607843,0.0,0.0,0.0,0.0392156862745098,0.0
Sample192.mdl,0.0,0.0,0.061224489795918366,0.0,0.1020408163265306,0.18367346938775508,0.02040816326530612,0.18367346938775508,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.050793650793650794,0.05394605394605395,0.7959183673469387,0.9999999999999999,0.02040816326530612,0.0,0.673469387755102,0.0,0.0,0.0,0.04081632653061224,0.0
Sample193.mdl,0.0,0.0,0.0,0.0,0.02,0.28,0.02,0.28,0.18,0.0,0.0,0.0,0.0,0.0,0.05133333333333334,0.05384615384615385,0.74,1.0,0.02,0.0,0.68,0.0,0.0,0.0,0.04,0.0
Sample194.mdl,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.13725490196078433,0.0196078431372549,0.13725490196078433,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.04967320261437908,0.05237899355546414,0.6862745098039216,1.0,0.0196078431372549,0.0,0.5882352941176471,0.0,0.0,0.0,0.0392156862745098,0.0
Sample195.mdl,0.0,0.0,0.041666666666666664,0.0,0.05555555555555555,0.20833333333333331,0.013888888888888888,0.20833333333333331,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.04737654320987655,0.04865967365967366,0.5555555555555556,1.0,0.013888888888888888,0.0,0.625,0.0,0.0,0.0,0.041666666666666664,0.0
Sample196.mdl,0.0,0.0,0.028985507246376812,0.0,0.057971014492753624,0.11594202898550725,0.014492753623188406,0.11594202898550725,0.18840579710144928,0.0,0.0,0.0,0.0,0.0,0.036231884057971016,0.03841086449782102,0.5797101449275363,1.0,0.014492753623188406,0.0,0.5507246376811594,0.0,0.0,0.0,0.028985507246376812,0.0
Sample197.mdl,0.0,0.0,0.046511627906976744,0.0,0.023255813953488372,0.13953488372093023,0.023255813953488372,0.13953488372093023,0.18604651162790697,0.0,0.0,0.0,0.0,0.0,0.05943152454780362,0.06293706293706293,0.7674418604651163,1.0,0.023255813953488372,0.0,0.7674418604651163,0.0,0.0,0.0,0.046511627906976744,0.0
Sample198.mdl,0.0,0.0,0.09333333333333334,0.0,0.08,0.26666666666666666,0.013333333333333334,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.07066666666666668,0.07123543123543125,0.49333333333333335,1.0,0.013333333333333334,0.0,0.8533333333333334,0.0,0.0,0.0,0.06666666666666667,0.0
Sample199.mdl,0.0,0.0,0.043478260869565216,0.0,0.028985507246376812,0.17391304347826086,0.014492753623188406,0.17391304347826086,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,0.050402576489533016,0.05026857200770245,0.5507246376811594,1.0,0.014492753623188406,0.0,0.6811594202898551,0.0,0.0,0.0,0.043478260869565216,0.0
Sample2.mdl,0.0,0.0,0.005563047875927174,0.0,0.06186783546864464,0.24730276466621712,0.00016857720836142953,0.24730276466621712,0.13115306810519217,0.0,0.0,0.0,0.0,0.0,0.049734022626807255,0.04680316312143699,0.14413351314902226,1.0,0.00016857720836142953,0.0,0.7385367498314228,0.0,0.0,0.0,0.05428186109238031,0.0
Sample20.mdl,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019865319865319867,0.028183937274846364,1.0,0.4545454545454546,0.030303030303030304,0.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0
Sample200.mdl,0.0,0.0,0.0,0.0,0.03125,0.15625,0.03125,0.15625,0.21875,0.0,0.0,0.0,0.0,0.0,0.050347222222222224,0.056162587412587416,1.0,0.96875,0.03125,0.0,0.5,0.0,0.0,0.0,0.03125,0.0
Sample201.mdl,0.0,0.0,0.038461538461538464,0.0,0.11538461538461539,0.23076923076923078,0.019230769230769232,0.23076923076923078,0.13461538461538464,0.0,0.0,0.0,0.0,0.0,0.06773504273504274,0.06831629908552986,0.6346153846153847,1.0,0.019230769230769232,0.0,0.7115384615384616,0.0,0.0,0.0,0.057692307692307696,0.0
Sample202.mdl,0.0,0.0,0.020833333333333332,0.0,0.09375,0.20833333333333331,0.010416666666666666,0.20833333333333331,0.09375,0.0,0.0,0.0,0.0,0.0,0.054398148148148154,0.05528846153846154,0.4375,1.0,0.010416666666666666,0.0,0.7395833333333333,0.0,0.0,0.0,0.05208333333333333,0.0
Sample203.mdl,0.0,0.0,0.03,0.0,0.03,0.25,0.01,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.05266666666666669,0.0527972027972028,0.42,1.0,0.01,0.0,0.81,0.0,0.0,0.0,0.05,0.0
Sample205.mdl,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952861952861953,0.027760118669209577,1.0,0.4545454545454546,0.030303030303030304,0.0,0.21212121212121213,0.0,0.0,0.0,0.0,0.0
Sample206.mdl,0.0,0.0,0.0,0.0,0.1,0.125,0.025,0.125,0.2,0.0,0.0,0.0,0.0,0.0,0.04083333333333333,0.04440559440559441,0.75,1.0,0.025,0.0,0.525,0.0,0.0,0.0,0.025,0.0
Sample207.mdl,0.0,0.0,0.05,0.0,0.1,0.225,0.025,0.225,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.06416666666666668,0.06625874125874126,0.8250000000000001,1.0,0.025,0.0,0.55,0.0,0.0,0.0,0.05,0.0
Sample208.mdl,0.0,0.0,0.05128205128205128,0.0,0.02564102564102564,0.2564102564102564,0.02564102564102564,0.2564102564102564,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.06638176638176638,0.07010937780168548,0.8974358974358974,1.0,0.02564102564102564,0.0,0.6923076923076923,0.0,0.0,0.0,0.05128205128205128,0.0
Sample209.mdl,0.0,0.0,0.047619047619047616,0.0,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.11904761904761904,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0380952380952381,0.04212454212454212,0.8571428571428571,1.0,0.023809523809523808,0.0,0.47619047619047616,0.0,0.0,0.0,0.023809523809523808,0.0
Sample21.mdl,0.0,0.0,0.09433962264150943,0.018867924528301886,0.0,0.05660377358490566,0.018867924528301886,0.05660377358490566,0.0,0.0,0.0,0.03773584905660377,0.018867924528301886,0.3018867924528302,0.02893081761006289,0.0350969784932049,1.0,0.2830188679245283,0.018867924528301886,0.0,0.09433962264150943,0.0,0.0,0.0,0.0,0.0
