,times
"('Product', 'Sum')",297
"('DiscreteFilter', 'Sqrt')",98
"('Inport', 'DiscreteFilter')",221
"('Assignment', 'DiscreteFilter')",6
"('SubSystem', 'DiscreteFilter')",16
"('Assignment', 'SubSystem')",41
"('Outport', 'DiscreteFilter')",182
"('Constant', 'Sqrt')",45
"('Sqrt', 'DiscreteFir')",103
"('DiscreteFilter', 'Outport')",303
"('Outport', 'Sqrt')",225
"('Constant', 'DiscreteFilter')",30
"('DiscreteFilter', 'Inport')",35
"('DiscreteFir', 'Constant')",13
"('DiscreteTransferFcn', 'Sin')",4
"('ComplexToRealImag', 'Outport')",109
"('Sin', 'UnitDelay')",5
"('ComplexToRealImag', 'Sin')",2
"('Delay', 'Display')",19
"('Constant', 'Assignment')",22
"('Abs', 'Product')",12
"('Trigonometry', 'Sum')",176
"('Sum', 'DiscreteZeroPole')",127
"('ComplexToRealImag', 'Squeeze')",5
"('Rounding', 'Sum')",11
"('Squeeze', 'Signum')",40
"('Reference', 'Rounding')",34
"('Display', 'Reference')",65
"('Reference', 'Gain')",30
"('UnaryMinus', 'Reference')",85
"('Gain', 'Outport')",58
"('Outport', 'Gain')",18
"('Outport', 'SubSystem')",141
"('SubSystem', 'Reference')",468
"('Gain', 'Delay')",51
"('Reference', 'UnaryMinus')",83
"('Gain', 'Reference')",36
"('Inport', 'Gain')",59
"('SubSystem', 'Gain')",15
"('Reference', 'SubSystem')",439
"('Sum', 'DiscreteStateSpace')",43
"('DiscreteStateSpace', 'Sum')",47
"('Product', 'DiscreteStateSpace')",44
"('DiscreteStateSpace', 'Outport')",139
"('Constant', 'UnaryMinus')",60
"('Outport', 'UnaryMinus')",39
SignalGenerator,73
"('Product', 'Constant')",160
"('Reference', 'Constant')",243
"('Outport', 'Product')",219
"('Constant', 'Product')",219
DigitalClock,108
"('UnaryMinus', 'ComplexToRealImag')",2
"('ComplexToRealImag', 'Constant')",7
"('DotProduct', 'UnaryMinus')",6
"('ComplexToRealImag', 'Sqrt')",9
"('DotProduct', 'ComplexToRealImag')",2
"('DotProduct', 'Inport')",51
"('Sqrt', 'Signum')",13
"('Sum', 'Signum')",66
"('Signum', 'If')",4
"('If', 'Outport')",280
"('Outport', 'Sum')",463
"('Outport', 'If')",203
"('DotProduct', 'DiscreteFir')",97
"('DotProduct', 'Product')",14
"('DiscreteTransferFcn', 'Rounding')",2
"('Rounding', 'DiscreteTransferFcn')",3
"('DiscreteTransferFcn', 'DotProduct')",4
"('DiscreteTransferFcn', 'Inport')",41
"('Inport', 'Rounding')",61
"('Rounding', 'Product')",15
"('Product', 'DiscreteTransferFcn')",16
"('Product', 'Rounding')",11
"('DotProduct', 'Reference')",40
"('Rounding', 'Outport')",46
"('Outport', 'DiscreteTransferFcn')",39
"('Rounding', 'Inport')",26
"('DiscreteZeroPole', 'PermuteDimensions')",2
"('Outport', 'PermuteDimensions')",38
"('Sum', 'Rounding')",19
"('MinMax', 'Sum')",127
"('Math', 'Rounding')",3
"('Sum', 'ComplexToRealImag')",17
"('Constant', 'Math')",22
"('ComplexToRealImag', 'Rounding')",2
"('Outport', 'Math')",24
"('Sum', 'Gain')",13
"('Product', 'Gain')",12
"('Inport', 'ToWorkspace')",70
"('Constant', 'Trigonometry')",84
"('ToWorkspace', 'DigitalClock')",2
"('SubSystem', 'ToWorkspace')",25
"('DigitalClock', 'Outport')",12
"('Reshape', 'Product')",6
"('Product', 'DotProduct')",13
"('Product', 'DiscreteFir')",52
"('Product', 'Reshape')",11
"('Reshape', 'DiscreteFir')",3
"('DiscreteFir', 'Product')",10
"('Reshape', 'Constant')",26
"('Product', 'Terminator')",59
"('Reference', 'ToWorkspace')",66
Record,19
"('Constant', 'DiscreteIntegrator')",30
"('UnitDelay', 'Inport')",66
"('Inport', 'UnitDelay')",191
"('UnitDelay', 'Constant')",13
"('UnitDelay', 'Outport')",90
"('Constant', 'UnitDelay')",26
"('Product', 'Sin')",6
"('SubSystem', 'Sin')",13
"('Sin', 'Product')",9
"('Outport', 'Signum')",65
"('DiscreteTransferFcn', 'Abs')",7
"('Sqrt', 'Abs')",14
"('Abs', 'Sin')",4
"('Sqrt', 'DiscreteZeroPole')",6
"('ComplexToRealImag', 'Assignment')",16
"('MinMax', 'Inport')",103
"('Assignment', 'MinMax')",3
"('Delay', 'Assignment')",134
RandomNumber,74
"('RandomNumber', 'Outport')",4
"('RandomNumber', 'Reference')",7
"('PermuteDimensions', 'UnaryMinus')",3
"('UnaryMinus', 'ComplexToMagnitudeAngle')",8
"('Reference', 'Terminator')",117
"('DataTypeConversion', 'DiscreteFilter')",11
"('Sum', 'Display')",4
"('Constant', 'Terminator')",113
"('DiscreteFilter', 'If')",73
"('DiscreteFilter', 'Product')",79
"('DiscreteStateSpace', 'SubSystem')",33
"('SubSystem', 'Product')",48
"('Product', 'DiscreteFilter')",78
"('DiscreteStateSpace', 'If')",6
"('DiscreteFilter', 'SubSystem')",21
"('ComplexToMagnitudeAngle', 'Gain')",3
"('ComplexToMagnitudeAngle', 'Abs')",7
"('Abs', 'Gain')",4
"('Delay', 'Gain')",41
"('SignalGenerator', 'Reference')",4
"('DiscreteIntegrator', 'Outport')",78
"('DiscretePulseGenerator', 'DotProduct')",2
"('DiscretePulseGenerator', 'Outport')",5
"('Display', 'Scope')",3
"('Inport', 'Scope')",9
"('Inport', 'Display')",54
"('DiscretePulseGenerator', 'Inport')",5
"('SubSystem', 'UnitDelay')",65
"('Delay', 'DataTypeConversion')",355
"('DataTypeConversion', 'DotProduct')",5
"('Gain', 'Inport')",22
"('Sqrt', 'Gain')",3
"('Abs', 'Inport')",44
"('Inport', 'DiscreteIntegrator')",210
"('PermuteDimensions', 'SubSystem')",10
"('DiscreteIntegrator', 'Reshape')",2
"('PermuteDimensions', 'Inport')",48
"('Outport', 'DiscreteIntegrator')",41
"('Delay', 'PermuteDimensions')",98
"('Outport', 'Reshape')",79
"('ComplexToMagnitudeAngle', 'PermuteDimensions')",5
"('Sqrt', 'DotProduct')",62
"('Constant', 'MinMax')",114
"('DiscreteStateSpace', 'Inport')",35
"('MinMax', 'Constant')",112
"('DiscreteStateSpace', 'MinMax')",4
"('SubSystem', 'DiscreteStateSpace')",37
"('SubSystem', 'MinMax')",23
"('Trigonometry', 'Outport')",298
"('DiscreteZeroPole', 'Sum')",108
"('Product', 'DiscreteIntegrator')",13
"('DiscreteIntegrator', 'Inport')",31
"('DiscreteZeroPole', 'Product')",88
"('DiscreteIntegrator', 'Sum')",26
"('Reference', 'Squeeze')",73
"('Squeeze', 'Product')",11
"('Sqrt', 'ComplexToRealImag')",7
"('DotProduct', 'DiscreteIntegrator')",4
"('Scope', 'Sqrt')",3
"('DiscreteTransferFcn', 'Product')",12
"('Product', 'ToWorkspace')",4
"('Reference', 'Scope')",17
"('Reference', 'Reshape')",31
"('Reference', 'Record')",72
"('Reshape', 'Delay')",158
"('Assignment', 'Abs')",6
"('Assignment', 'Constant')",15
"('MinMax', 'DiscreteFilter')",3
"('DiscreteFilter', 'Sum')",61
"('Constant', 'Abs')",15
"('Abs', 'Assignment')",3
"('Assignment', 'Sum')",14
"('Sum', 'DiscreteFilter')",79
"('Assignment', 'Product')",10
"('Abs', 'DiscreteFilter')",2
"('Sum', 'MinMax')",160
"('Signum', 'Constant')",57
"('Gain', 'Product')",11
"('Rounding', 'Signum')",3
"('Rounding', 'Gain')",4
"('Gain', 'Sum')",15
"('Gain', 'Signum')",2
"('Signum', 'Rounding')",4
"('Gain', 'Constant')",10
"('UnaryMinus', 'DiscreteZeroPole')",67
"('Polyval', 'Sum')",70
"('DiscreteZeroPole', 'UnaryMinus')",90
"('DiscreteIntegrator', 'Abs')",9
"('Delay', 'Record')",16
"('Assignment', 'Sqrt')",49
"('PermuteDimensions', 'Product')",11
"('Sqrt', 'PermuteDimensions')",5
"('Product', 'PermuteDimensions')",8
"('Sum', 'PermuteDimensions')",43
"('PermuteDimensions', 'Sum')",48
"('MinMax', 'Reference')",137
"('DiscreteTransferFcn', 'MinMax')",4
"('Reference', 'MinMax')",157
"('ComplexToRealImag', 'Product')",17
"('DiscreteFir', 'Sum')",14
"('Sqrt', 'UnitDelay')",11
"('Sum', 'UnitDelay')",9
"('Sum', 'ComplexToMagnitudeAngle')",130
"('Squeeze', 'Sqrt')",4
"('ComplexToMagnitudeAngle', 'Scope')",3
"('Sum', 'Squeeze')",142
"('Scope', 'Delay')",3
"('Step', 'Product')",2
"('Step', 'UnitDelay')",2
"('Step', 'Scope')",2
"('Rounding', 'DiscreteIntegrator')",7
"('DiscreteIntegrator', 'DataTypeConversion')",10
"('UnitDelay', 'Math')",2
"('Math', 'Reference')",30
"('DiscreteFir', 'Scope')",2
"('DiscreteZeroPole', 'Sqrt')",8
"('Sin', 'Sqrt')",8
"('Reference', 'Sin')",24
"('Bias', 'Delay')",51
"('Polyval', 'Bias')",4
"('UnaryMinus', 'Sqrt')",9
"('DataTypeConversion', 'UnaryMinus')",7
"('Sqrt', 'DataTypeConversion')",4
"('MinMax', 'UnaryMinus')",7
"('MinMax', 'Product')",81
"('DiscreteFilter', 'Constant')",16
"('Sqrt', 'DiscreteFilter')",118
"('Product', 'Polyval')",51
"('Outport', 'Polyval')",58
"('Polyval', 'Sqrt')",36
"('Polyval', 'Constant')",10
"('Gain', 'DiscreteTransferFcn')",5
"('DiscreteTransferFcn', 'Gain')",4
"('DiscreteZeroPole', 'DataTypeConversion')",138
"('SubSystem', 'UnaryMinus')",9
"('Outport', 'DataTypeConversion')",85
"('DiscreteZeroPole', 'SubSystem')",46
"('DiscreteIntegrator', 'MinMax')",7
"('If', 'DiscreteFir')",179
"('SubSystem', 'DiscreteFir')",31
"('Sin', 'DiscreteIntegrator')",4
"('DiscreteIntegrator', 'Sin')",4
"('Rounding', 'Reference')",38
"('SubSystem', 'Rounding')",19
"('DiscreteIntegrator', 'SubSystem')",28
"('Rounding', 'SubSystem')",12
"('DiscreteIntegrator', 'Product')",12
"('Outport', 'Rounding')",25
"('Sum', 'DiscreteIntegrator')",9
"('SubSystem', 'DiscreteIntegrator')",26
"('Step', 'SubSystem')",11
"('Step', 'If')",2
"('SubSystem', 'If')",44
"('RandomNumber', 'If')",2
"('DiscreteFir', 'If')",165
"('If', 'DiscreteFilter')",88
"('Delay', 'Math')",50
"('DiscreteIntegrator', 'Math')",3
"('Math', 'Delay')",46
"('DotProduct', 'DotProduct')",3
"('DotProduct', 'SubSystem')",8
"('ComplexToMagnitudeAngle', 'Sum')",115
"('DiscreteZeroPole', 'Constant')",61
"('ComplexToMagnitudeAngle', 'Product')",22
"('MinMax', 'DiscreteTransferFcn')",3
"('Abs', 'Reshape')",2
"('ComplexToRealImag', 'MinMax')",3
"('Outport', 'UnitDelay')",37
"('Rounding', 'Assignment')",2
"('DigitalClock', 'Inport')",49
"('UnaryMinus', 'Scope')",2
"('Gain', 'PermuteDimensions')",5
"('Step', 'Reference')",6
"('Signum', 'Terminator')",42
"('Constant', 'Signum')",89
"('Abs', 'Bias')",34
"('PermuteDimensions', 'Bias')",4
"('Bias', 'PermuteDimensions')",5
"('DiscreteFir', 'Reshape')",2
"('DotProduct', 'Squeeze')",6
"('Inport', 'Squeeze')",330
"('Rounding', 'DotProduct')",5
"('Gain', 'Rounding')",3
"('Rounding', 'Squeeze')",3
"('Squeeze', 'Delay')",246
"('Squeeze', 'Rounding')",6
"('Gain', 'DotProduct')",5
"('Squeeze', 'Gain')",4
"('Squeeze', 'Inport')",122
"('Squeeze', 'DotProduct')",7
"('Product', 'Squeeze')",21
"('Reference', 'Display')",85
"('UnaryMinus', 'Terminator')",2
"('Polyval', 'Math')",2
"('DiscreteFir', 'MinMax')",7
"('MinMax', 'Math')",3
"('Math', 'Math')",2
"('Math', 'MinMax')",3
"('Math', 'Outport')",42
"('Math', 'Constant')",11
"('Squeeze', 'Outport')",149
"('DotProduct', 'Sum')",12
"('DiscreteFir', 'Gain')",5
"('DiscreteFir', 'Inport')",61
"('Squeeze', 'Trigonometry')",6
"('DiscreteFir', 'Squeeze')",4
"('Constant', 'Gain')",14
"('Trigonometry', 'Squeeze')",7
"('Squeeze', 'DataTypeConversion')",3
"('DataTypeConversion', 'Inport')",96
"('Sum', 'Trigonometry')",172
"('Inport', 'S-Function')",7
"('S-Function', 'Outport')",5
"('UnaryMinus', 'Gain')",7
"('UnaryMinus', 'Constant')",49
"('Sqrt', 'UnaryMinus')",7
"('Squeeze', 'ComplexToMagnitudeAngle')",4
"('Delay', 'Squeeze')",193
"('Squeeze', 'Constant')",112
"('Polyval', 'DotProduct')",5
"('DotProduct', 'Polyval')",3
"('Squeeze', 'Sum')",128
"('Product', 'ComplexToRealImag')",8
"('UnitDelay', 'Sqrt')",7
"('Product', 'UnitDelay')",10
"('If', 'Rounding')",3
"('If', 'DotProduct')",75
"('SubSystem', 'DiscreteZeroPole')",49
"('Trigonometry', 'SubSystem')",33
"('DigitalClock', 'If')",2
"('DigitalClock', 'Reference')",46
"('PermuteDimensions', 'Assignment')",2
"('Rounding', 'Terminator')",3
"('Constant', 'Scope')",5
"('DiscreteStateSpace', 'Sin')",3
"('DigitalClock', 'SubSystem')",12
"('DiscretePulseGenerator', 'SubSystem')",7
"('SubSystem', 'Display')",36
"('SubSystem', 'DotProduct')",12
"('DotProduct', 'MinMax')",3
"('SubSystem', 'Bias')",11
"('UniformRandomNumber', 'Reference')",8
"('SubSystem', 'Scope')",23
"('SubSystem', 'Terminator')",16
"('SubSystem', 'ComplexToRealImag')",15
"('ComplexToRealImag', 'SubSystem')",16
"('RandomNumber', 'SubSystem')",10
"('SubSystem', 'PermuteDimensions')",15
"('SubSystem', 'Assignment')",44
"('Math', 'DiscreteStateSpace')",4
"('Math', 'ComplexToRealImag')",4
"('Sin', 'DotProduct')",6
"('Sqrt', 'Squeeze')",9
"('Squeeze', 'DiscreteZeroPole')",4
"('Squeeze', 'Reference')",68
"('Squeeze', 'DiscreteTransferFcn')",2
"('Outport', 'Trigonometry')",138
"('Math', 'Inport')",19
"('Sum', 'Math')",12
"('Sum', 'DiscreteFir')",88
"('Sqrt', 'Rounding')",7
"('Sqrt', 'Reshape')",6
"('UnitDelay', 'Abs')",5
"('Abs', 'Squeeze')",3
"('Reshape', 'UnitDelay')",5
"('Abs', 'UnitDelay')",4
"('Reshape', 'Trigonometry')",39
"('Abs', 'Sum')",18
"('Sum', 'Reshape')",90
"('Reshape', 'Inport')",40
"('PermuteDimensions', 'Sqrt')",7
"('DiscreteIntegrator', 'Gain')",2
"('Squeeze', 'DiscreteIntegrator')",5
"('Squeeze', 'SubSystem')",12
"('SubSystem', 'DataTypeConversion')",240
"('PermuteDimensions', 'Constant')",39
"('PermuteDimensions', 'DiscreteZeroPole')",2
"('DiscreteIntegrator', 'UnaryMinus')",4
"('UnaryMinus', 'DiscreteTransferFcn')",3
"('UnaryMinus', 'DiscreteIntegrator')",4
"('Sum', 'Assignment')",11
"('Assignment', 'Rounding')",3
"('Signum', 'Assignment')",4
"('Assignment', 'Signum')",3
"('DiscreteIntegrator', 'Constant')",9
"('SubSystem', 'Abs')",10
"('Abs', 'DiscreteIntegrator')",5
"('DiscreteTransferFcn', 'Squeeze')",2
"('Sin', 'Reshape')",2
"('Sin', 'Constant')",34
"('Signum', 'DotProduct')",4
"('ComplexToRealImag', 'UnaryMinus')",10
"('Abs', 'ComplexToMagnitudeAngle')",4
"('Abs', 'Constant')",3
"('ComplexToMagnitudeAngle', 'Constant')",46
"('DiscreteZeroPole', 'Assignment')",4
"('Sin', 'Reference')",26
"('Ground', 'Reference')",5
"('Step', 'Terminator')",2
"('DiscretePulseGenerator', 'Sum')",2
"('Ground', 'Delay')",5
"('DiscreteStateSpace', 'Bias')",2
"('Bias', 'UnitDelay')",5
"('DiscreteFilter', 'Rounding')",2
"('Math', 'DotProduct')",2
"('Abs', 'DotProduct')",2
"('MinMax', 'DotProduct')",5
"('Polyval', 'PermuteDimensions')",3
"('Reshape', 'ComplexToRealImag')",3
"('Product', 'DataTypeConversion')",4
"('DiscreteZeroPole', 'Math')",3
"('DotProduct', 'Math')",4
"('UnaryMinus', 'Math')",4
"('Gain', 'Reshape')",3
"('DiscreteStateSpace', 'Product')",48
"('DiscreteStateSpace', 'PermuteDimensions')",5
"('Signum', 'PermuteDimensions')",4
"('DiscreteTransferFcn', 'Reshape')",4
"('Reshape', 'Reference')",24
"('PermuteDimensions', 'Signum')",2
"('UnitDelay', 'Sum')",15
"('Sin', 'Sum')",55
"('If', 'Sin')",2
"('UnitDelay', 'If')",4
"('If', 'Sum')",4
"('NotInPairs', 'NotInPairs')",2
"('Abs', 'Sqrt')",7
"('Reshape', 'DiscreteStateSpace')",4
"('Reshape', 'Polyval')",6
"('Reshape', 'Sum')",62
"('Math', 'Sqrt')",6
"('Math', 'DiscreteFir')",7
"('DiscreteStateSpace', 'Abs')",3
"('Abs', 'DiscreteStateSpace')",2
"('Rounding', 'DiscreteFir')",3
"('Abs', 'Rounding')",2
"('Sum', 'DataTypeConversion')",6
"('If', 'Assignment')",4
"('If', 'DiscreteIntegrator')",4
"('Sqrt', 'DiscreteIntegrator')",6
"('DiscreteIntegrator', 'Sqrt')",8
"('DiscreteTransferFcn', 'Assignment')",6
"('Assignment', 'DiscreteIntegrator')",4
"('DiscreteTransferFcn', 'Sqrt')",13
"('DiscreteTransferFcn', 'If')",5
"('Outport', 'Assignment')",22
"('Assignment', 'DiscreteTransferFcn')",3
"('If', 'Constant')",13
"('DiscreteTransferFcn', 'DataTypeConversion')",137
"('Math', 'Polyval')",2
"('DiscreteFir', 'Math')",4
"('DiscreteFir', 'DataTypeConversion')",341
"('DataTypeConversion', 'Polyval')",2
"('Display', 'Outport')",79
"('If', 'Scope')",2
"('UnitDelay', 'MinMax')",6
"('MinMax', 'MinMax')",6
"('Assignment', 'UnaryMinus')",4
"('Reshape', 'Assignment')",4
"('Rounding', 'ComplexToRealImag')",2
"('DiscreteFilter', 'Bias')",3
"('Constant', 'DataTypeConversion')",10
"('DataTypeConversion', 'DiscreteTransferFcn')",164
"('Bias', 'Reshape')",4
"('Bias', 'Abs')",2
"('Bias', 'Reference')",22
"('MinMax', 'Sqrt')",15
"('DataTypeConversion', 'Sum')",7
"('DotProduct', 'Assignment')",3
"('Assignment', 'DotProduct')",2
"('DigitalClock', 'Scope')",2
"('unknown', 'Outport')",10
"('ToWorkspace', 'Reference')",62
"('Constant', 'ComplexToRealImag')",10
"('DigitalClock', 'Product')",2
"('DiscreteIntegrator', 'Bias')",4
"('If', 'UnitDelay')",3
"('DotProduct', 'Sqrt')",48
"('unknown', 'Constant')",7
"('Inport', 'unknown')",18
"('unknown', 'Inport')",19
"('Gain', 'Squeeze')",3
"('DiscreteFilter', 'Squeeze')",3
"('UnaryMinus', 'UnaryMinus')",4
"('DiscreteIntegrator', 'Display')",2
"('DiscreteZeroPole', 'Sin')",2
